Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1636243200,8547,7218,307,5,27,0
AP,1636243200,5157,4620,81,16,36,0
EA,1636243200,0,0,0,0,0,0
EF,1636243200,12240,10708,285,0,54,0
EIC,1636243200,7694,6879,253,0,30,0
G,1636243200,7038,6367,215,0,45,0
GRZ,1636243200,9401,8111,243,18,4,0
GTH,1636243200,11258,10377,211,17,104,0
HBN,1636243200,6421,5770,257,0,34,0
IK,1636243200,8398,7472,233,76,60,2
J,1636243200,5658,4825,85,26,16,0
KYF,1636243200,4985,4421,149,40,38,0
NDH,1636243200,3615,3264,71,2,29,0
SHK,1636243200,5978,5106,147,15,27,0
SHL,1636243200,2610,2326,116,8,10,0
SLF,1636243200,8043,7295,311,22,28,0
SM,1636243200,12284,11064,394,0,67,0
SOK,1636243200,7594,6648,191,18,30,0
SOM,1636243200,5010,4424,140,0,20,0
SON,1636243200,5448,4341,169,100,14,1
UH,1636243200,8354,7008,271,68,11,0
WAK,1636243200,12650,11241,332,24,48,0
WE,1636243200,3660,2865,109,0,16,0
TH,1636243200,162043,142350,4570,455,748,3
