Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1660521600,34442,32849,481,70,121,4
AP,1660521600,29228,28329,133,34,89,0
EA,1660521600,0,0,0,0,0,0
EF,1660521600,69882,68815,536,90,57,0
EIC,1660521600,41721,40789,357,47,65,1
G,1660521600,31731,30849,370,91,47,0
GRZ,1660521600,35492,34588,372,50,58,0
GTH,1660521600,46567,45810,349,75,39,2
HBN,1660521600,25274,24520,418,36,34,0
IK,1660521600,41738,40892,434,123,48,0
J,1660521600,40580,38943,149,83,154,0
KYF,1660521600,24015,22962,242,55,41,0
NDH,1660521600,25701,25131,105,28,55,0
SHK,1660521600,32728,31539,225,47,86,0
SHL,1660521600,11254,10972,185,11,22,0
SLF,1660521600,37659,36697,554,48,36,0
SM,1660521600,48562,47293,686,80,111,0
SOK,1660521600,31261,30445,335,28,45,0
SOM,1660521600,24533,24112,246,43,55,0
SON,1660521600,21647,20844,289,19,41,0
UH,1660521600,38393,37507,417,85,51,0
WAK,1660521600,56069,54539,452,89,72,0
WE,1660521600,24150,23520,166,40,81,0
TH,1660521600,772627,751945,7501,1272,1408,7
