Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1681689600,40623,39991,541,3,12,0
AP,1681689600,32730,32532,154,3,4,0
EA,1681689600,0,0,0,0,0,0
EF,1681689600,81287,80547,628,9,17,0
EIC,1681689600,47453,47000,387,4,5,0
G,1681689600,36966,36520,415,6,9,1
GRZ,1681689600,39626,39121,453,3,5,0
GTH,1681689600,53188,52767,384,0,4,0
HBN,1681689600,28404,27899,444,2,2,0
IK,1681689600,48753,48266,462,4,5,0
J,1681689600,47501,47190,189,5,9,0
KYF,1681689600,26985,26677,277,2,1,0
NDH,1681689600,29314,29140,115,5,6,0
SHK,1681689600,38110,37803,262,0,4,0
SHL,1681689600,12942,12718,213,2,1,0
SLF,1681689600,42254,41588,609,6,2,0
SM,1681689600,57245,56430,779,5,9,2
SOK,1681689600,34641,34233,356,3,5,0
SOM,1681689600,27812,27519,272,0,0,0
SON,1681689600,24773,24437,311,1,3,0
UH,1681689600,44026,43549,454,0,3,0
WAK,1681689600,65226,64644,472,13,15,0
WE,1681689600,27653,27431,201,-1,5,0
TH,1681689600,887512,878002,8378,75,126,3
