Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1677715200,40415,39716,530,10,5,0
AP,1677715200,32596,32353,151,7,3,1
EA,1677715200,0,0,0,0,0,0
EF,1677715200,80772,79836,622,27,16,0
EIC,1677715200,47152,46566,386,12,11,0
G,1677715200,36818,36350,410,8,6,0
GRZ,1677715200,39431,38902,446,10,3,0
GTH,1677715200,52997,52475,381,-2,6,0
HBN,1677715200,28260,27720,443,8,2,0
IK,1677715200,48554,47963,459,5,7,0
J,1677715200,47209,46792,185,5,10,0
KYF,1677715200,26903,26564,276,3,3,0
NDH,1677715200,29132,28919,113,6,4,1
SHK,1677715200,37797,37313,260,6,2,1
SHL,1677715200,12873,12635,210,0,2,0
SLF,1677715200,42038,41321,599,9,7,0
SM,1677715200,56986,56012,764,14,8,2
SOK,1677715200,34479,34019,355,7,2,1
SOM,1677715200,27721,27385,269,4,6,0
SON,1677715200,24651,24214,307,5,9,0
UH,1677715200,43933,43413,451,9,1,0
WAK,1677715200,64758,63925,470,8,3,1
WE,1677715200,27489,27208,197,7,2,1
TH,1677715200,882964,871601,8284,168,118,8
