Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1619740800,6437,5413,256,34,32,2
AP,1619740800,3736,3368,66,23,30,3
EA,1619740800,1729,1506,63,14,4,2
EF,1619740800,7850,7049,238,66,5,0
EIC,1619740800,5796,5326,222,23,23,0
G,1619740800,5320,4684,183,104,33,0
GRZ,1619740800,7310,5853,186,24,30,0
GTH,1619740800,7542,6788,193,79,57,1
HBN,1619740800,4739,4258,223,22,11,0
IK,1619740800,5851,5168,197,50,46,0
J,1619740800,3987,3662,67,25,30,0
KYF,1619740800,3299,2967,128,29,24,0
NDH,1619740800,2405,2133,56,28,18,0
SHK,1619740800,4306,3895,97,30,48,0
SHL,1619740800,2032,1770,104,17,5,1
SLF,1619740800,6205,5452,260,45,32,3
SM,1619740800,9289,8460,335,81,47,4
SOK,1619740800,5984,5309,151,160,22,2
SOM,1619740800,3702,3297,115,26,28,1
SON,1619740800,3680,2932,155,22,8,3
UH,1619740800,5781,5328,229,34,23,0
WAK,1619740800,7544,6599,215,38,46,1
WE,1619740800,2388,2112,98,19,6,1
TH,1619740800,116912,103329,3837,993,608,24
