Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1637712000,10264,7795,329,185,40,3
AP,1637712000,6466,5332,90,138,58,0
EA,1637712000,0,0,0,0,0,0
EF,1637712000,15493,13144,295,281,381,0
EIC,1637712000,8827,7821,261,109,65,0
G,1637712000,8465,7140,238,196,64,0
GRZ,1637712000,11120,8627,253,135,53,5
GTH,1637712000,14004,12224,225,269,133,3
HBN,1637712000,8150,6468,276,216,54,0
IK,1637712000,10389,9198,262,160,105,4
J,1637712000,6879,5349,97,93,32,1
KYF,1637712000,6282,5263,156,107,81,0
NDH,1637712000,4446,3760,73,189,30,0
SHK,1637712000,7493,5617,155,241,37,0
SHL,1637712000,3222,2625,126,57,13,1
SLF,1637712000,9654,8188,332,205,59,4
SM,1637712000,14321,12629,428,189,148,1
SOK,1637712000,9560,7133,205,288,41,1
SOM,1637712000,5757,4773,150,57,19,0
SON,1637712000,7137,4830,192,143,57,4
UH,1637712000,9770,7922,282,98,121,2
WAK,1637712000,14942,12667,341,189,145,2
WE,1637712000,4374,3311,112,51,36,0
TH,1637712000,197015,161816,4878,3596,1772,31
