Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1663200000,35368,34184,483,24,28,0
AP,1663200000,29785,29205,136,24,26,0
EA,1663200000,0,0,0,0,0,0
EF,1663200000,71734,70526,548,72,106,0
EIC,1663200000,42596,41838,358,43,24,0
G,1663200000,32627,31898,373,82,21,0
GRZ,1663200000,36165,35412,384,25,17,0
GTH,1663200000,47667,46824,353,54,31,1
HBN,1663200000,25752,25103,424,23,8,0
IK,1663200000,43149,42051,436,90,34,0
J,1663200000,41824,40680,159,29,35,0
KYF,1663200000,24582,23888,245,23,11,0
NDH,1663200000,26308,25773,105,9,22,0
SHK,1663200000,33401,32709,229,0,28,0
SHL,1663200000,11503,11218,188,9,6,1
SLF,1663200000,38384,37472,561,0,17,0
SM,1663200000,49850,48588,697,52,38,0
SOK,1663200000,31811,31220,340,27,11,1
SOM,1663200000,25057,24665,248,4,11,0
SON,1663200000,22181,21461,291,0,21,0
UH,1663200000,39767,38481,419,109,27,0
WAK,1663200000,57484,56389,454,21,33,0
WE,1663200000,24786,24354,170,13,22,0
TH,1663200000,791781,773939,7601,733,577,3
