Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1679270400,40512,39832,536,10,20,2
AP,1679270400,32676,32414,153,9,10,0
EA,1679270400,0,0,0,0,0,0
EF,1679270400,81056,80104,628,15,16,0
EIC,1679270400,47321,46786,388,11,13,1
G,1679270400,36892,36421,411,3,3,0
GRZ,1679270400,39538,38972,448,25,7,0
GTH,1679270400,53118,52617,382,11,17,0
HBN,1679270400,28322,27780,443,12,2,0
IK,1679270400,48660,48110,461,20,8,0
J,1679270400,47351,46948,185,0,14,0
KYF,1679270400,26948,26611,276,3,9,0
NDH,1679270400,29209,29010,113,9,4,0
SHK,1679270400,37972,37565,262,18,27,0
SHL,1679270400,12913,12668,212,1,1,1
SLF,1679270400,42150,41437,603,4,7,0
SM,1679270400,57117,56278,768,15,14,0
SOK,1679270400,34572,34093,356,5,15,0
SOM,1679270400,27765,27453,271,5,4,1
SON,1679270400,24731,24327,311,6,4,0
UH,1679270400,43977,43468,452,5,7,0
WAK,1679270400,65045,64175,471,42,16,0
WE,1679270400,27591,27311,197,7,14,0
TH,1679270400,885436,874380,8327,236,232,5
