Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1680220800,40579,39892,539,0,0,0
AP,1680220800,32710,32455,153,3,0,0
EA,1680220800,0,0,0,0,0,0
EF,1680220800,81200,80244,628,5,21,0
EIC,1680220800,47402,46906,387,3,1,0
G,1680220800,36931,36467,412,2,1,0
GRZ,1680220800,39584,39010,452,8,2,0
GTH,1680220800,53157,52687,383,10,1,0
HBN,1680220800,28359,27824,443,2,0,0
IK,1680220800,48723,48186,462,1,12,0
J,1680220800,47434,47030,188,6,1,0
KYF,1680220800,26973,26636,276,2,1,0
NDH,1680220800,29266,29067,113,6,5,0
SHK,1680220800,38037,37700,262,3,9,0
SHL,1680220800,12929,12690,213,0,0,0
SLF,1680220800,42212,41501,604,4,2,0
SM,1680220800,57185,56350,772,8,4,-1
SOK,1680220800,34610,34151,356,0,0,0
SOM,1680220800,27791,27485,271,0,0,0
SON,1680220800,24757,24372,311,0,2,0
UH,1680220800,44010,43508,454,2,1,0
WAK,1680220800,65170,64367,472,5,1,1
WE,1680220800,27631,27371,201,1,1,0
TH,1680220800,886650,875899,8352,71,65,0
