Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1640044800,13210,10333,353,119,187,0
AP,1640044800,9639,7854,99,102,162,4
EA,1640044800,0,0,0,0,0,0
EF,1640044800,22113,20755,338,443,253,0
EIC,1640044800,10822,9857,282,79,74,2
G,1640044800,11513,9844,285,60,246,1
GRZ,1640044800,14333,10916,289,42,129,1
GTH,1640044800,19517,16923,271,154,287,7
HBN,1640044800,11756,8867,329,105,130,1
IK,1640044800,15085,13873,346,231,171,3
J,1640044800,9926,7066,113,86,64,0
KYF,1640044800,8695,7619,185,63,91,0
NDH,1640044800,6553,5664,83,123,86,0
SHK,1640044800,11109,7434,176,123,208,0
SHL,1640044800,4568,3330,145,77,53,0
SLF,1640044800,15313,13156,384,187,257,2
SM,1640044800,20158,17484,493,283,256,3
SOK,1640044800,13660,9922,245,155,187,1
SOM,1640044800,9013,6241,165,154,163,2
SON,1640044800,9604,7337,239,71,111,1
UH,1640044800,13066,10060,334,79,123,0
WAK,1640044800,19352,16851,378,254,203,2
WE,1640044800,6480,4610,125,65,76,0
TH,1640044800,275485,225996,5657,3055,3517,30
