Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1678838400,40486,39791,534,15,7,0
AP,1678838400,32655,32394,153,6,8,2
EA,1678838400,0,0,0,0,0,0
EF,1678838400,81003,80037,628,34,4,0
EIC,1678838400,47281,46733,387,4,12,0
G,1678838400,36878,36405,411,5,7,0
GRZ,1678838400,39503,38958,448,18,2,2
GTH,1678838400,53085,52581,382,0,4,0
HBN,1678838400,28304,27764,443,5,4,0
IK,1678838400,48624,48088,461,16,6,0
J,1678838400,47313,46909,185,0,3,0
KYF,1678838400,26939,26594,276,5,3,0
NDH,1678838400,29196,28987,113,10,9,0
SHK,1678838400,37938,37483,262,12,31,2
SHL,1678838400,12909,12662,210,3,2,0
SLF,1678838400,42130,41418,603,6,17,0
SM,1678838400,57093,56242,768,13,18,1
SOK,1678838400,34556,34072,356,15,17,0
SOM,1678838400,27758,27447,269,5,8,0
SON,1678838400,24722,24312,311,5,17,0
UH,1678838400,43966,43455,452,3,9,0
WAK,1678838400,64983,64134,471,20,30,1
WE,1678838400,27559,27291,197,10,8,0
TH,1678838400,884881,873757,8320,210,226,8
