Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1671062400,39733,38414,506,49,24,1
AP,1671062400,32197,31807,147,3,20,0
EA,1671062400,0,0,0,0,0,0
EF,1671062400,79163,78070,591,51,12,2
EIC,1671062400,46178,45526,374,20,17,0
G,1671062400,36235,35543,391,34,23,0
GRZ,1671062400,38997,38277,429,26,24,0
GTH,1671062400,52070,51478,372,-1,18,0
HBN,1671062400,27962,27353,442,10,9,0
IK,1671062400,47797,47056,446,35,23,0
J,1671062400,46188,45378,174,0,25,0
KYF,1671062400,26535,26048,260,6,6,0
NDH,1671062400,28468,28048,110,18,20,0
SHK,1671062400,37075,36298,244,15,11,0
SHL,1671062400,12727,12446,201,2,7,0
SLF,1671062400,41509,40755,587,8,10,0
SM,1671062400,55939,54858,741,17,30,1
SOK,1671062400,34126,33463,345,6,20,0
SOM,1671062400,27304,26906,260,13,19,0
SON,1671062400,24274,23728,301,10,9,0
UH,1671062400,43411,42808,425,9,9,0
WAK,1671062400,63510,62716,463,12,20,0
WE,1671062400,27131,26823,187,2,15,1
TH,1671062400,868529,853799,7996,345,371,5
