Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1639008000,12216,8834,345,51,62,0
AP,1639008000,8496,6533,95,141,114,0
EA,1639008000,0,0,0,0,0,0
EF,1639008000,19276,17443,314,419,359,0
EIC,1639008000,10114,8875,272,148,75,2
G,1639008000,10295,8454,266,155,171,2
GRZ,1639008000,13060,9516,269,157,50,0
GTH,1639008000,17898,14762,250,381,211,0
HBN,1639008000,10484,7563,311,229,90,7
IK,1639008000,12939,11631,312,232,188,5
J,1639008000,8710,6191,106,89,72,0
KYF,1639008000,7875,6593,159,134,85,0
NDH,1639008000,5725,4725,76,83,97,0
SHK,1639008000,9906,6348,162,169,67,1
SHL,1639008000,4042,2945,136,39,26,1
SLF,1639008000,13421,10295,373,186,210,0
SM,1639008000,18184,14927,461,272,244,4
SOK,1639008000,12302,8109,233,220,92,1
SOM,1639008000,7889,5369,160,78,53,1
SON,1639008000,8633,6083,214,141,114,2
UH,1639008000,11624,8969,317,181,70,0
WAK,1639008000,17568,14907,357,209,194,4
WE,1639008000,5611,3911,120,89,55,1
TH,1639008000,246268,192983,5308,3803,2699,31
