Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1657411200,32579,31253,470,0,26,0
AP,1657411200,27915,27071,131,0,24,0
EA,1657411200,0,0,0,0,0,0
EF,1657411200,66724,65520,533,0,69,0
EIC,1657411200,39105,37482,345,0,120,0
G,1657411200,29965,29143,358,0,23,0
GRZ,1657411200,34076,33124,372,0,35,0
GTH,1657411200,44729,43935,340,0,90,0
HBN,1657411200,24307,23557,418,0,19,0
IK,1657411200,39809,38919,430,0,70,0
J,1657411200,38102,35958,145,0,89,0
KYF,1657411200,22892,22166,241,0,29,0
NDH,1657411200,24717,24160,102,0,11,0
SHK,1657411200,31078,30066,222,0,28,0
SHL,1657411200,10759,10463,180,0,15,0
SLF,1657411200,36254,35438,547,0,27,0
SM,1657411200,45828,44387,664,0,44,0
SOK,1657411200,30091,29523,331,0,24,0
SOM,1657411200,23687,23251,244,0,47,0
SON,1657411200,20741,20045,286,0,23,0
UH,1657411200,36324,35206,415,0,91,0
WAK,1657411200,52987,51662,449,0,113,0
WE,1657411200,23048,22110,160,0,30,0
TH,1657411200,735717,714439,7383,0,1047,0
