Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1615161600,4885,4325,209,1,4,0
AP,1615161600,2517,2323,49,0,14,0
EA,1615161600,1058,933,48,5,6,0
EF,1615161600,5401,4919,188,26,14,0
EIC,1615161600,4365,3966,147,4,21,1
G,1615161600,3195,2934,119,20,11,0
GRZ,1615161600,3917,3419,121,10,8,0
GTH,1615161600,4590,4176,164,14,9,13
HBN,1615161600,3954,3502,195,11,13,3
IK,1615161600,3589,3242,147,6,20,0
J,1615161600,2973,2780,59,11,8,0
KYF,1615161600,2291,1989,102,1,27,1
NDH,1615161600,1717,1587,44,7,11,0
SHK,1615161600,2982,2731,79,4,14,0
SHL,1615161600,1391,1205,86,1,2,0
SLF,1615161600,4581,4185,214,26,22,1
SM,1615161600,6348,5687,233,10,53,1
SOK,1615161600,3847,3453,91,25,25,0
SOM,1615161600,2331,2076,93,1,18,3
SON,1615161600,2777,2563,143,0,7,2
UH,1615161600,4791,4336,202,17,25,0
WAK,1615161600,4319,3742,147,7,33,1
WE,1615161600,1808,1652,93,8,2,1
TH,1615161600,79627,71725,2973,215,367,27
