Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1647734400,25244,17237,405,167,310,0
AP,1647734400,20974,15490,120,195,99,0
EA,1647734400,0,0,0,0,0,0
EF,1647734400,39232,37975,445,0,72,0
EIC,1647734400,26898,16950,307,347,130,0
G,1647734400,22675,18623,331,0,289,0
GRZ,1647734400,22508,18468,332,118,66,0
GTH,1647734400,33082,28419,319,264,812,0
HBN,1647734400,19368,15785,385,0,95,0
IK,1647734400,27713,24707,410,366,361,0
J,1647734400,25110,17292,131,555,101,0
KYF,1647734400,17171,13111,229,226,84,0
NDH,1647734400,18847,11393,97,378,80,0
SHK,1647734400,24086,16400,204,113,104,0
SHL,1647734400,7939,6867,168,0,11,0
SLF,1647734400,28930,23075,491,0,141,0
SM,1647734400,34985,30168,619,0,337,0
SOK,1647734400,23479,17909,298,157,71,0
SOM,1647734400,18161,14734,212,0,235,0
SON,1647734400,15505,12168,272,155,85,0
UH,1647734400,25503,20830,391,331,377,0
WAK,1647734400,38307,30419,423,371,271,0
WE,1647734400,14902,10043,137,0,125,0
TH,1647734400,530619,418063,6726,3743,4256,0
