Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1642377600,14139,12898,385,12,136,3
AP,1642377600,10926,10232,118,34,60,0
EA,1642377600,0,0,0,0,0,0
EF,1642377600,25348,24433,405,158,146,5
EIC,1642377600,11627,10971,300,21,40,0
G,1642377600,12511,11889,320,22,40,2
GRZ,1642377600,16349,14232,294,59,77,0
GTH,1642377600,21199,20250,304,94,153,2
HBN,1642377600,12769,11499,362,41,86,4
IK,1642377600,17061,16156,393,18,17,1
J,1642377600,11397,9992,121,29,127,0
KYF,1642377600,9457,8951,206,10,35,0
NDH,1642377600,7609,7263,92,0,32,0
SHK,1642377600,12241,11075,187,7,91,0
SHL,1642377600,4988,4450,162,3,71,1
SLF,1642377600,16919,15952,456,5,45,1
SM,1642377600,21692,20684,534,45,89,2
SOK,1642377600,14589,13661,281,12,70,1
SOM,1642377600,10100,9025,197,32,93,0
SON,1642377600,10212,9502,259,4,50,0
UH,1642377600,14426,13358,359,14,46,1
WAK,1642377600,21298,19823,412,0,141,0
WE,1642377600,7318,6495,131,33,45,0
TH,1642377600,304175,282791,6278,653,1690,23
