Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1667174400,38221,35913,492,0,66,0
AP,1667174400,31593,30224,140,0,80,0
EA,1667174400,0,0,0,0,0,0
EF,1667174400,76936,75032,555,0,76,0
EIC,1667174400,45221,44148,365,0,92,0
G,1667174400,34981,34000,384,0,43,0
GRZ,1667174400,38122,36998,403,0,65,0
GTH,1667174400,51126,50239,369,0,95,0
HBN,1667174400,27514,25866,432,0,85,0
IK,1667174400,46594,45349,444,0,149,0
J,1667174400,44942,42768,170,0,143,0
KYF,1667174400,26003,24784,255,0,60,0
NDH,1667174400,27771,26870,106,0,21,0
SHK,1667174400,36125,34069,241,0,21,0
SHL,1667174400,12402,12012,195,0,28,0
SLF,1667174400,40790,39658,577,0,77,0
SM,1667174400,54491,52934,718,0,213,0
SOK,1667174400,33439,32029,344,0,29,0
SOM,1667174400,26654,25960,250,0,61,0
SON,1667174400,23747,22417,297,0,82,0
UH,1667174400,42544,41597,425,0,78,0
WAK,1667174400,62281,60305,456,0,360,0
WE,1667174400,26529,25961,177,0,86,0
TH,1667174400,848026,819133,7795,0,2010,0
