Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1611878400,4276,3103,140,9,18,0
AP,1611878400,1934,1639,33,14,26,5
EA,1611878400,886,758,28,3,12,0
EF,1611878400,4354,3733,128,41,37,0
EIC,1611878400,3461,2949,116,38,41,3
G,1611878400,2750,2462,110,20,19,1
GRZ,1611878400,3242,2866,104,14,20,0
GTH,1611878400,3522,2908,120,39,71,1
HBN,1611878400,3307,2808,131,52,40,3
IK,1611878400,2968,2622,102,18,32,1
J,1611878400,2561,2246,40,16,14,6
KYF,1611878400,1779,1477,68,12,14,1
NDH,1611878400,1435,1240,40,18,11,0
SHK,1611878400,2463,2092,65,13,39,1
SHL,1611878400,1112,936,68,21,5,2
SLF,1611878400,3990,3373,155,17,34,0
SM,1611878400,4731,3832,161,63,59,5
SOK,1611878400,3001,2547,60,22,31,0
SOM,1611878400,1852,1594,59,13,21,0
SON,1611878400,2515,2221,120,16,10,3
UH,1611878400,3895,2996,151,31,32,9
WAK,1611878400,3376,2796,104,40,44,0
WE,1611878400,1531,1310,61,19,17,1
TH,1611878400,64941,54508,2164,549,647,42
