Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1616025600,5170,4469,216,44,14,0
AP,1616025600,2640,2464,51,0,19,0
EA,1616025600,1186,994,56,14,5,0
EF,1616025600,5769,5216,221,60,7,0
EIC,1616025600,4601,4196,151,31,30,0
G,1616025600,3469,3068,121,45,13,0
GRZ,1616025600,4715,3683,123,97,21,0
GTH,1616025600,4997,4417,170,119,40,1
HBN,1616025600,4079,3694,199,13,8,0
IK,1616025600,3893,3427,156,25,22,2
J,1616025600,3088,2890,61,25,17,0
KYF,1616025600,2487,2180,108,21,13,0
NDH,1616025600,1819,1674,47,5,7,0
SHK,1616025600,3173,2881,83,28,15,1
SHL,1616025600,1520,1292,91,12,10,1
SLF,1616025600,4780,4329,227,32,11,1
SM,1616025600,6989,6072,266,77,52,1
SOK,1616025600,4191,3683,104,55,12,0
SOM,1616025600,2523,2237,99,26,12,1
SON,1616025600,2844,2632,145,4,10,0
UH,1616025600,5007,4578,210,20,34,0
WAK,1616025600,4924,4083,163,97,37,2
WE,1616025600,1857,1711,93,0,3,0
TH,1616025600,85721,75870,3161,850,412,10
