Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1641168000,13745,11841,367,27,108,0
AP,1641168000,10364,9163,102,17,92,3
EA,1641168000,0,0,0,0,0,0
EF,1641168000,24162,22699,360,409,75,0
EIC,1641168000,11167,10568,296,23,33,0
G,1641168000,12107,11181,300,25,62,4
GRZ,1641168000,15538,12627,294,82,114,0
GTH,1641168000,20512,18953,287,14,104,4
HBN,1641168000,12365,10088,348,104,104,7
IK,1641168000,16471,15423,379,0,88,2
J,1641168000,10637,8442,115,11,141,1
KYF,1641168000,9094,8465,190,13,49,0
NDH,1641168000,7152,6582,86,48,62,0
SHK,1641168000,11812,9423,179,9,198,0
SHL,1641168000,4801,3892,155,1,60,1
SLF,1641168000,16291,15081,404,11,117,0
SM,1641168000,21008,19638,518,32,168,3
SOK,1641168000,14310,12147,262,7,242,4
SOM,1641168000,9670,7779,176,42,183,3
SON,1641168000,10024,8492,252,1,79,0
UH,1641168000,13822,11869,344,29,194,0
WAK,1641168000,20404,18615,392,68,179,4
WE,1641168000,6946,5615,128,18,90,1
TH,1641168000,292402,258583,5934,991,2542,37
