Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1657065600,32493,31186,470,95,31,0
AP,1657065600,27860,27029,130,46,30,0
EA,1657065600,0,0,0,0,0,0
EF,1657065600,66552,65097,533,142,26,0
EIC,1657065600,38735,37139,345,279,110,1
G,1657065600,29886,29018,358,89,14,0
GRZ,1657065600,34000,33041,370,59,17,0
GTH,1657065600,44608,43761,340,91,35,0
HBN,1657065600,24247,23503,415,38,12,0
IK,1657065600,39696,38718,430,66,36,0
J,1657065600,37872,35817,145,145,42,0
KYF,1657065600,22801,22105,241,36,28,0
NDH,1657065600,24654,24095,102,50,11,0
SHK,1657065600,30988,29993,222,62,26,0
SHL,1657065600,10744,10428,180,12,8,0
SLF,1657065600,36191,35363,547,43,9,0
SM,1657065600,45672,44247,664,122,58,0
SOK,1657065600,30054,29462,331,14,15,0
SOM,1657065600,23649,23186,244,30,24,0
SON,1657065600,20707,20012,286,50,10,0
UH,1657065600,36198,35063,415,89,49,0
WAK,1657065600,52854,51515,449,121,68,0
WE,1657065600,22975,22041,160,25,30,1
TH,1657065600,733436,711819,7377,1704,689,2
