Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1606953600,1227,625,14,105,13,0
AP,1606953600,580,490,8,15,10,0
EA,1606953600,163,122,5,4,3,0
EF,1606953600,1589,1227,30,77,70,2
EIC,1606953600,1002,734,22,33,35,1
G,1606953600,954,693,28,44,36,0
GRZ,1606953600,1336,1050,51,41,19,0
GTH,1606953600,962,740,41,49,14,1
HBN,1606953600,1306,609,19,65,39,0
IK,1606953600,925,701,9,47,26,1
J,1606953600,818,673,10,9,24,0
KYF,1606953600,555,360,10,34,26,2
NDH,1606953600,471,297,8,38,12,0
SHK,1606953600,688,518,15,17,11,0
SHL,1606953600,193,125,2,13,1,0
SLF,1606953600,873,507,18,57,27,0
SM,1606953600,1253,923,28,89,43,2
SOK,1606953600,824,497,14,120,24,0
SOM,1606953600,638,453,11,17,46,2
SON,1606953600,994,621,37,48,9,0
UH,1606953600,973,681,18,68,39,0
WAK,1606953600,664,397,6,25,29,0
WE,1606953600,475,413,1,19,6,0
TH,1606953600,19463,13456,405,1034,562,11
