timestamp,gender,A00-A04,A05-A14,A15-A34,A35-A59,A60-A79,A80+,ALL
1592092800,F,0,0,0,1,0,3,4
1592092800,M,0,0,0,0,0,1,1
1592179200,A,0,0,1,1,0,0,2
1592179200,F,0,0,0,1,0,0,1
1592179200,M,0,0,1,0,0,0,1
1592265600,A,0,2,2,6,3,2,15
1592265600,F,0,0,1,3,0,2,6
1592265600,M,0,2,1,3,3,0,9
1592352000,A,0,0,0,1,3,2,6
1592352000,F,0,0,0,1,2,1,4
1592352000,M,0,0,0,0,1,1,2
1592438400,A,0,0,2,2,1,0,5
1592438400,F,0,0,0,2,0,0,2
1592438400,M,0,0,2,0,1,0,3
1592524800,A,0,0,0,4,2,0,6
1592524800,F,0,0,0,2,1,0,3
1592524800,M,0,0,0,2,1,0,3
1592611200,A,3,0,0,1,2,2,8
1592611200,F,2,0,0,1,2,1,6
1592611200,M,1,0,0,0,0,1,2
1592784000,A,0,0,2,1,0,2,5
1592784000,F,0,0,0,1,0,1,2
1592784000,M,0,0,2,0,0,1,3
1592870400,A,0,0,0,1,0,1,2
1592870400,F,0,0,0,1,0,1,2
1592870400,M,0,0,0,0,0,0,0
1592956800,A,1,0,1,0,0,1,3
1592956800,F,0,0,1,0,0,1,2
1592956800,M,1,0,0,0,0,0,1
1593043200,A,0,0,0,2,1,1,4
1593043200,F,0,0,0,0,0,1,1
1593043200,M,0,0,0,2,1,0,3
1593129600,A,0,0,0,1,2,2,5
1593129600,F,0,0,0,0,1,2,3
1593129600,M,0,0,0,1,1,0,2
1593388800,A,0,0,1,1,0,0,2
1593388800,F,0,0,1,1,0,0,2
1593388800,M,0,0,0,0,0,0,0
1593475200,A,0,2,0,1,2,0,5
1593475200,F,0,1,0,1,0,0,2
1593475200,M,0,1,0,0,2,0,3
1593561600,A,0,0,1,0,0,0,1
1593561600,F,0,0,1,0,0,0,1
1593561600,M,0,0,0,0,0,0,0
1593648000,A,0,0,3,5,1,1,10
1593648000,F,0,0,1,1,1,1,4
1593648000,M,0,0,2,4,0,0,6
1593820800,A,0,0,0,1,0,1,2
1593820800,F,0,0,0,1,0,0,1
1593820800,M,0,0,0,0,0,1,1
1593907200,A,0,0,0,0,2,0,2
1593907200,F,0,0,0,0,1,0,1
1593907200,M,0,0,0,0,1,0,1
1593993600,A,1,0,3,0,0,1,5
1593993600,F,1,0,1,0,0,1,3
1593993600,M,0,0,2,0,0,0,2
1594080000,A,0,1,2,0,3,1,7
1594080000,F,0,0,0,0,2,1,3
1594080000,M,0,1,2,0,1,0,4
1594166400,A,0,0,1,0,2,0,3
1594166400,F,0,0,1,0,0,0,1
1594166400,M,0,0,0,0,2,0,2
1594252800,A,0,0,0,0,2,0,2
1594252800,F,0,0,0,0,2,0,2
1594252800,M,0,0,0,0,0,0,0
1594339200,A,0,0,0,1,0,0,1
1594339200,F,0,0,0,0,0,0,0
1594339200,M,0,0,0,1,0,0,1
1594425600,A,0,0,2,0,0,1,3
1594425600,F,0,0,0,0,0,1,1
1594425600,M,0,0,2,0,0,0,2
1594512000,A,0,0,0,1,0,0,1
1594512000,F,0,0,0,0,0,0,0
1594512000,M,0,0,0,1,0,0,1
1594598400,A,0,0,0,1,2,0,3
1594598400,F,0,0,0,0,0,0,0
1594598400,M,0,0,0,1,2,0,3
1594684800,A,0,0,3,4,0,0,7
1594684800,F,0,0,1,1,0,0,2
1594684800,M,0,0,2,3,0,0,5
1594771200,A,1,0,3,3,1,1,9
1594771200,F,1,0,1,1,0,0,3
1594771200,M,0,0,2,2,1,1,6
1594857600,A,0,0,2,3,0,0,5
1594857600,F,0,0,1,2,0,0,3
1594857600,M,0,0,1,1,0,0,2
1594944000,A,0,0,2,1,0,0,3
1594944000,F,0,0,2,0,0,0,2
1594944000,M,0,0,0,1,0,0,1
1595030400,A,0,0,0,1,0,0,1
1595030400,F,0,0,0,0,0,0,0
1595030400,M,0,0,0,1,0,0,1
1595116800,A,0,0,1,0,0,0,1
1595116800,F,0,0,1,0,0,0,1
1595116800,M,0,0,0,0,0,0,0
1595203200,A,0,0,0,0,1,1,2
1595203200,F,0,0,0,0,0,1,1
1595203200,M,0,0,0,0,1,0,1
1595289600,A,0,0,0,1,0,0,1
1595289600,F,0,0,0,1,0,0,1
1595289600,M,0,0,0,0,0,0,0
1595376000,A,0,0,1,0,0,0,1
1595376000,F,0,0,0,0,0,0,0
1595376000,M,0,0,1,0,0,0,1
1595462400,A,1,4,2,2,1,2,12
1595462400,F,0,2,1,1,0,1,5
1595462400,M,1,2,1,1,1,1,7
1595548800,A,0,0,0,2,0,0,2
1595548800,F,0,0,0,2,0,0,2
1595548800,M,0,0,0,0,0,0,0
1595635200,A,0,3,2,1,0,0,6
1595635200,F,0,2,1,0,0,0,3
1595635200,M,0,1,1,1,0,0,3
1595721600,A,0,0,1,0,0,0,1
1595721600,F,0,0,0,0,0,0,0
1595721600,M,0,0,1,0,0,0,1
1595808000,A,0,1,0,3,0,0,4
1595808000,F,0,1,0,1,0,0,2
1595808000,M,0,0,0,2,0,0,2
1595894400,A,0,0,4,1,0,1,6
1595894400,F,0,0,1,0,0,1,2
1595894400,M,0,0,3,1,0,0,4
1595980800,A,0,0,0,2,1,0,3
1595980800,F,0,0,0,1,0,0,1
1595980800,M,0,0,0,1,1,0,2
1596067200,A,0,0,1,2,2,1,6
1596067200,F,0,0,1,1,0,1,3
1596067200,M,0,0,0,1,2,0,3
1596153600,A,0,1,0,1,3,1,6
1596153600,F,0,1,0,1,1,1,4
1596153600,M,0,0,0,0,2,0,2
1596240000,A,0,0,1,0,0,2,3
1596240000,F,0,0,1,0,0,2,3
1596240000,M,0,0,0,0,0,0,0
1596326400,A,0,0,0,1,0,0,1
1596326400,F,0,0,0,1,0,0,1
1596326400,M,0,0,0,0,0,0,0
1596412800,A,0,1,7,2,0,0,10
1596412800,F,0,1,1,2,0,0,4
1596412800,M,0,0,6,0,0,0,6
1596499200,A,0,0,3,0,1,1,5
1596499200,F,0,0,2,0,0,1,3
1596499200,M,0,0,1,0,1,0,2
1596585600,A,1,0,3,2,3,1,10
1596585600,F,0,0,1,0,1,1,3
1596585600,M,1,0,2,2,2,0,7
1596672000,A,1,1,5,5,0,2,14
1596672000,F,1,0,2,2,0,1,6
1596672000,M,0,1,3,3,0,1,8
1596758400,A,2,0,4,4,0,0,10
1596758400,F,2,0,3,3,0,0,8
1596758400,M,0,0,1,1,0,0,2
1596844800,A,0,0,2,0,0,0,2
1596844800,F,0,0,1,0,0,0,1
1596844800,M,0,0,1,0,0,0,1
1596931200,A,0,0,1,0,0,0,1
1596931200,F,0,0,1,0,0,0,1
1596931200,M,0,0,0,0,0,0,0
1597017600,A,1,0,2,5,1,4,13
1597017600,F,0,0,1,2,0,1,4
1597017600,M,1,0,1,3,1,3,9
1597104000,A,0,1,6,7,0,0,14
1597104000,F,0,0,1,1,0,0,2
1597104000,M,0,1,5,6,0,0,12
1597190400,A,0,0,11,6,2,0,19
1597190400,F,0,0,6,4,1,0,11
1597190400,M,0,0,5,2,1,0,8
1597276800,A,0,0,8,1,1,1,11
1597276800,F,0,0,5,1,0,0,6
1597276800,M,0,0,3,0,1,1,5
1597363200,A,0,3,4,4,0,0,11
1597363200,F,0,0,2,2,0,0,4
1597363200,M,0,3,2,2,0,0,7
1597449600,A,0,0,1,0,0,0,1
1597449600,F,0,0,0,0,0,0,0
1597449600,M,0,0,1,0,0,0,1
1597536000,A,0,0,1,1,0,0,2
1597536000,F,0,0,0,0,0,0,0
1597536000,M,0,0,1,1,0,0,2
1597622400,A,0,1,1,2,0,1,5
1597622400,F,0,1,1,2,0,1,5
1597622400,M,0,0,0,0,0,0,0
1597708800,A,1,1,2,8,1,0,13
1597708800,F,0,0,0,4,0,0,4
1597708800,M,1,1,2,4,1,0,9
1597795200,A,0,0,4,1,1,0,6
1597795200,F,0,0,0,1,1,0,2
1597795200,M,0,0,4,0,0,0,4
1597881600,A,0,2,6,3,1,1,13
1597881600,F,0,1,2,0,1,1,5
1597881600,M,0,1,4,3,0,0,8
1597968000,A,1,2,4,2,0,0,9
1597968000,F,1,1,3,1,0,0,6
1597968000,M,0,1,1,1,0,0,3
1598054400,A,0,0,1,4,1,1,7
1598054400,F,0,0,0,3,1,0,4
1598054400,M,0,0,1,1,0,1,3
1598140800,A,0,2,0,1,1,0,4
1598140800,F,0,2,0,0,0,0,2
1598140800,M,0,0,0,1,1,0,2
1598227200,A,0,3,4,2,0,1,10
1598227200,F,0,1,2,1,0,0,4
1598227200,M,0,2,2,1,0,1,6
1598313600,A,1,2,2,3,1,0,9
1598313600,F,0,1,1,2,0,0,4
1598313600,M,1,1,1,1,1,0,5
1598400000,A,0,0,2,4,2,0,8
1598400000,F,0,0,2,1,0,0,3
1598400000,M,0,0,0,3,2,0,5
1598486400,A,0,3,8,3,0,0,14
1598486400,F,0,1,3,1,0,0,5
1598486400,M,0,2,5,2,0,0,9
1598572800,A,1,4,12,4,1,0,22
1598572800,F,0,3,7,3,0,0,13
1598572800,M,1,1,5,1,1,0,9
1598659200,A,0,1,4,3,1,0,9
1598659200,F,0,1,2,1,0,0,4
1598659200,M,0,0,2,2,1,0,5
1598832000,A,0,1,1,3,0,0,5
1598832000,F,0,0,0,2,0,0,2
1598832000,M,0,1,1,1,0,0,3
1598918400,A,0,1,6,2,0,1,10
1598918400,F,0,1,2,2,0,0,5
1598918400,M,0,0,4,0,0,1,5
1599004800,A,0,2,5,4,0,0,11
1599004800,F,0,2,3,2,0,0,7
1599004800,M,0,0,2,2,0,0,4
1599091200,A,0,2,5,2,3,0,12
1599091200,F,0,1,2,1,1,0,5
1599091200,M,0,1,3,1,2,0,7
1599177600,A,0,1,10,6,2,0,19
1599177600,F,0,0,6,4,0,0,10
1599177600,M,0,1,4,2,2,0,9
1599264000,A,0,1,1,2,0,0,4
1599264000,F,0,1,0,1,0,0,2
1599264000,M,0,0,1,1,0,0,2
1599350400,A,0,0,2,2,1,2,7
1599350400,F,0,0,0,1,0,2,3
1599350400,M,0,0,2,1,1,0,4
1599436800,A,0,0,3,0,0,0,3
1599436800,F,0,0,1,0,0,0,1
1599436800,M,0,0,2,0,0,0,2
1599523200,A,0,0,5,4,1,0,10
1599523200,F,0,0,2,1,0,0,3
1599523200,M,0,0,3,3,1,0,7
1599609600,A,0,3,7,1,6,2,19
1599609600,F,0,3,5,0,4,2,14
1599609600,M,0,0,2,1,2,0,5
1599696000,A,0,1,7,7,4,0,19
1599696000,F,0,0,2,4,3,0,9
1599696000,M,0,1,5,3,1,0,10
1599782400,A,0,0,5,6,11,2,24
1599782400,F,0,0,2,4,9,1,16
1599782400,M,0,0,3,2,2,1,8
1599868800,A,2,0,5,8,6,2,23
1599868800,F,1,0,4,6,4,1,16
1599868800,M,1,0,1,2,2,1,7
1599955200,A,0,0,1,1,7,4,13
1599955200,F,0,0,0,1,5,4,10
1599955200,M,0,0,1,0,2,0,3
1600041600,A,0,1,5,5,6,0,17
1600041600,F,0,1,1,1,5,0,8
1600041600,M,0,0,4,4,1,0,9
1600128000,A,0,0,3,11,7,5,26
1600128000,F,0,0,2,5,5,3,15
1600128000,M,0,0,1,6,2,2,11
1600214400,A,0,2,3,10,4,6,25
1600214400,F,0,1,2,8,2,4,17
1600214400,M,0,1,1,2,2,2,8
1600300800,A,0,0,11,11,3,1,26
1600300800,F,0,0,6,5,1,0,12
1600300800,M,0,0,5,6,2,1,14
1600387200,A,0,1,8,12,6,4,31
1600387200,F,0,0,4,4,5,3,16
1600387200,M,0,1,4,8,1,1,15
1600473600,A,0,0,0,4,3,0,7
1600473600,F,0,0,0,3,2,0,5
1600473600,M,0,0,0,1,1,0,2
1600560000,A,0,0,1,2,2,1,6
1600560000,F,0,0,0,1,2,1,4
1600560000,M,0,0,1,1,0,0,2
1600646400,A,0,4,11,5,4,2,26
1600646400,F,0,2,7,1,2,1,13
1600646400,M,0,2,4,4,2,1,13
1600732800,A,0,0,4,8,4,1,17
1600732800,F,0,0,2,5,2,1,10
1600732800,M,0,0,2,3,2,0,7
1600819200,A,0,1,2,10,6,2,21
1600819200,F,0,1,1,8,5,2,17
1600819200,M,0,0,1,2,1,0,4
1600905600,A,0,3,6,9,3,0,21
1600905600,F,0,2,3,4,3,0,12
1600905600,M,0,1,3,5,0,0,9
1600992000,A,0,1,6,5,6,0,18
1600992000,F,0,0,2,4,2,0,8
1600992000,M,0,1,4,1,4,0,10
1601078400,A,0,0,2,2,1,2,7
1601078400,F,0,0,0,1,1,1,3
1601078400,M,0,0,2,1,0,1,4
1601164800,A,0,0,0,0,2,1,3
1601164800,F,0,0,0,0,0,1,1
1601164800,M,0,0,0,0,2,0,2
1601251200,A,0,2,3,3,0,0,8
1601251200,F,0,2,2,0,0,0,4
1601251200,M,0,0,1,3,0,0,4
1601337600,A,0,3,6,4,0,2,15
1601337600,F,0,1,4,1,0,1,7
1601337600,M,0,2,2,3,0,1,8
1601424000,A,1,1,6,8,8,6,30
1601424000,F,1,0,2,4,6,3,16
1601424000,M,0,1,4,4,2,3,14
1601510400,A,1,1,9,12,3,3,29
1601510400,F,1,1,6,4,3,1,16
1601510400,M,0,0,3,8,0,2,13
1601596800,A,0,1,6,11,10,2,30
1601596800,F,0,1,2,5,7,1,16
1601596800,M,0,0,4,6,3,1,14
1601683200,A,0,3,5,13,8,6,35
1601683200,F,0,2,2,9,3,4,20
1601683200,M,0,1,3,4,5,2,15
1601769600,A,0,0,3,3,1,0,7
1601769600,F,0,0,1,0,1,0,2
1601769600,M,0,0,2,3,0,0,5
1601856000,A,0,0,3,2,4,1,10
1601856000,F,0,0,2,1,1,1,5
1601856000,M,0,0,1,1,3,0,5
1601942400,A,0,0,5,5,6,2,18
1601942400,F,0,0,1,3,3,1,8
1601942400,M,0,0,4,2,3,1,10
1602028800,A,1,4,11,16,10,2,44
1602028800,F,1,2,7,10,6,1,27
1602028800,M,0,2,4,6,4,1,17
1602115200,A,0,4,11,15,18,0,48
1602115200,F,0,1,5,7,6,0,19
1602115200,M,0,3,6,8,12,0,29
1602201600,A,1,3,11,16,24,5,60
1602201600,F,1,1,6,5,14,4,31
1602201600,M,0,2,5,11,10,1,29
1602288000,A,0,2,10,18,13,10,53
1602288000,F,0,2,7,11,11,6,37
1602288000,M,0,0,3,7,2,4,16
1602374400,A,0,0,1,4,2,0,7
1602374400,F,0,0,1,3,2,0,6
1602374400,M,0,0,0,1,0,0,1
1602460800,A,1,0,16,23,14,3,57
1602460800,F,0,0,8,8,8,2,26
1602460800,M,1,0,8,15,6,1,31
1602547200,A,0,0,16,20,17,6,59
1602547200,F,0,0,4,13,6,4,27
1602547200,M,0,0,12,7,11,2,32
1602633600,A,0,2,22,28,21,5,78
1602633600,F,0,0,14,18,11,3,46
1602633600,M,0,2,8,10,10,2,32
1602720000,A,0,1,16,32,21,4,74
1602720000,F,0,0,9,18,11,1,39
1602720000,M,0,1,7,14,10,3,35
1602806400,A,1,8,34,51,22,8,124
1602806400,F,1,5,17,26,9,5,63
1602806400,M,0,3,17,25,13,3,61
1602892800,A,1,2,17,25,20,5,70
1602892800,F,1,1,9,15,9,2,37
1602892800,M,0,1,8,10,11,3,33
1602979200,A,0,0,17,3,8,4,32
1602979200,F,0,0,6,1,2,2,11
1602979200,M,0,0,11,2,6,2,21
1603065600,A,1,5,17,19,15,7,64
1603065600,F,0,4,10,8,8,4,34
1603065600,M,1,1,7,11,7,3,30
1603152000,A,1,4,29,41,24,18,117
1603152000,F,0,3,9,22,11,11,56
1603152000,M,1,1,20,19,13,7,61
1603238400,A,1,8,44,63,38,9,163
1603238400,F,1,4,20,28,26,8,87
1603238400,M,0,4,24,35,12,1,76
1603324800,A,1,7,51,60,32,13,164
1603324800,F,0,3,30,28,22,8,91
1603324800,M,1,4,21,32,10,5,73
1603411200,A,5,7,43,78,47,18,198
1603411200,F,3,3,25,36,28,12,107
1603411200,M,2,4,18,42,19,6,91
1603497600,A,9,20,49,52,29,46,205
1603497600,F,6,11,24,31,15,33,120
1603497600,M,3,9,25,21,14,13,85
1603584000,A,0,2,16,26,16,9,69
1603584000,F,0,1,9,18,13,7,48
1603584000,M,0,1,7,8,3,2,21
1603670400,A,3,4,31,39,14,5,96
1603670400,F,2,4,10,19,7,3,45
1603670400,M,1,0,21,20,7,2,51
1603756800,A,4,7,56,82,56,51,256
1603756800,F,2,4,21,44,29,37,137
1603756800,M,2,3,35,38,27,14,119
1603843200,A,2,5,60,98,40,20,225
1603843200,F,0,1,31,69,21,11,133
1603843200,M,2,4,29,29,19,9,92
1603929600,A,3,10,36,107,58,15,229
1603929600,F,1,5,13,57,33,11,120
1603929600,M,2,5,23,50,25,4,109
1604016000,A,7,15,78,137,56,41,334
1604016000,F,4,5,47,69,38,23,186
1604016000,M,3,10,31,68,18,18,148
1604102400,A,3,4,38,76,37,10,168
1604102400,F,3,1,20,33,15,7,79
1604102400,M,0,3,18,43,22,3,89
1604188800,A,2,1,12,25,14,8,62
1604188800,F,0,0,6,10,5,4,25
1604188800,M,2,1,6,15,9,4,37
1604275200,A,4,10,55,75,37,24,205
1604275200,F,2,7,33,40,19,17,118
1604275200,M,2,3,22,35,18,7,87
1604361600,A,10,16,67,111,52,26,282
1604361600,F,5,8,37,49,27,14,140
1604361600,M,5,8,30,62,25,12,142
1604448000,A,5,17,73,145,69,23,332
1604448000,F,2,7,43,81,34,16,183
1604448000,M,3,10,30,64,35,7,149
1604534400,A,5,21,72,126,53,27,304
1604534400,F,4,12,38,71,25,15,165
1604534400,M,1,9,34,55,28,12,139
1604620800,A,5,19,70,117,69,22,302
1604620800,F,3,9,33,70,39,16,170
1604620800,M,2,10,37,47,30,6,132
1604707200,A,3,16,63,83,39,30,234
1604707200,F,0,9,30,41,19,21,120
1604707200,M,3,7,33,42,20,9,114
1604793600,A,1,3,23,42,12,17,98
1604793600,F,1,2,13,26,6,9,57
1604793600,M,0,1,10,16,6,8,41
1604880000,A,1,9,64,82,39,13,208
1604880000,F,1,2,27,50,21,9,110
1604880000,M,0,7,37,32,18,4,98
1604966400,A,6,24,73,118,49,29,299
1604966400,F,4,9,43,73,34,17,180
1604966400,M,2,15,30,45,15,12,119
1605052800,A,6,18,79,126,80,47,356
1605052800,F,3,6,38,74,39,34,194
1605052800,M,3,12,41,52,41,13,162
1605139200,A,8,31,85,150,77,53,404
1605139200,F,3,14,52,98,43,41,251
1605139200,M,5,17,33,52,34,12,153
1605225600,A,10,24,75,158,81,35,383
1605225600,F,7,10,48,95,43,21,224
1605225600,M,3,14,27,63,38,14,159
1605312000,A,5,10,54,96,43,40,248
1605312000,F,2,5,24,49,22,31,133
1605312000,M,3,5,30,47,21,9,115
1605398400,A,0,10,35,38,26,12,121
1605398400,F,0,6,21,21,16,6,70
1605398400,M,0,4,14,17,10,6,51
1605484800,A,3,18,50,80,45,43,239
1605484800,F,0,6,33,50,30,28,147
1605484800,M,3,12,17,30,15,15,92
1605571200,A,7,30,70,190,84,51,432
1605571200,F,2,16,36,104,48,33,239
1605571200,M,5,14,34,86,36,18,193
1605657600,A,8,31,87,156,74,62,418
1605657600,F,4,19,45,91,40,46,245
1605657600,M,4,12,42,65,34,16,173
1605744000,A,7,29,99,185,85,68,473
1605744000,F,3,13,57,124,38,47,282
1605744000,M,4,16,42,61,47,21,191
1605830400,A,12,43,126,223,132,111,647
1605830400,F,5,26,67,132,78,82,390
1605830400,M,7,17,59,91,54,29,257
1605916800,A,8,34,119,179,87,49,476
1605916800,F,4,16,62,85,36,38,241
1605916800,M,4,18,57,94,51,11,235
1606003200,A,4,19,42,81,35,12,193
1606003200,F,2,9,24,50,15,11,111
1606003200,M,2,10,18,31,20,1,82
1606089600,A,2,36,57,139,85,57,376
1606089600,F,1,23,35,86,43,43,231
1606089600,M,1,13,22,53,42,14,145
1606176000,A,5,28,119,252,101,76,581
1606176000,F,1,14,71,148,50,46,330
1606176000,M,4,14,48,104,51,30,251
1606262400,A,13,47,128,206,86,67,547
1606262400,F,6,23,59,128,52,52,320
1606262400,M,7,24,69,78,34,15,227
1606348800,A,5,61,145,202,113,52,578
1606348800,F,3,28,83,108,56,34,312
1606348800,M,2,33,62,94,57,18,266
1606435200,A,8,41,119,197,81,64,510
1606435200,F,4,15,72,103,44,45,283
1606435200,M,4,26,47,94,37,19,227
1606521600,A,5,34,73,160,65,34,371
1606521600,F,2,15,32,90,38,24,201
1606521600,M,3,19,41,70,27,10,170
1606608000,A,6,19,42,106,34,41,248
1606608000,F,3,6,20,50,19,26,124
1606608000,M,3,13,22,56,15,15,124
1606694400,A,4,24,66,142,60,55,351
1606694400,F,4,14,33,87,28,34,200
1606694400,M,0,10,33,55,32,21,151
1606780800,A,3,35,113,211,100,42,504
1606780800,F,2,18,66,121,58,25,290
1606780800,M,1,17,47,90,42,17,214
1606867200,A,11,67,150,282,116,100,726
1606867200,F,5,29,89,170,64,69,426
1606867200,M,6,38,61,112,52,31,300
1606953600,A,17,68,186,367,167,81,886
1606953600,F,6,34,108,216,81,53,498
1606953600,M,11,34,78,151,86,28,388
1607040000,A,5,47,137,298,114,93,694
1607040000,F,2,29,76,167,61,62,397
1607040000,M,3,18,61,131,53,31,297
1607126400,A,7,44,75,164,65,58,413
1607126400,F,3,26,46,95,34,39,243
1607126400,M,4,18,29,69,31,19,170
1607212800,A,12,28,65,136,73,80,394
1607212800,F,6,14,41,83,39,52,235
1607212800,M,6,14,24,53,34,28,159
1607299200,A,5,20,92,195,73,50,435
1607299200,F,3,9,53,112,36,33,246
1607299200,M,2,11,39,83,37,17,189
1607385600,A,9,42,134,306,138,87,716
1607385600,F,4,26,71,167,78,54,400
1607385600,M,5,16,63,139,60,33,316
1607472000,A,11,46,175,373,169,92,866
1607472000,F,4,24,82,208,91,66,475
1607472000,M,7,22,93,165,78,26,391
1607558400,A,13,52,237,457,187,116,1062
1607558400,F,6,25,119,279,106,73,608
1607558400,M,7,27,118,178,81,43,454
1607644800,A,13,71,201,400,186,161,1032
1607644800,F,6,36,113,240,86,107,588
1607644800,M,7,35,88,160,100,54,444
1607731200,A,14,44,188,333,156,114,849
1607731200,F,6,26,107,211,81,72,503
1607731200,M,8,18,81,122,75,42,346
1607817600,A,5,27,77,148,76,33,366
1607817600,F,3,14,37,96,42,20,212
1607817600,M,2,13,40,52,34,13,154
1607904000,A,6,35,140,282,151,122,736
1607904000,F,2,14,78,158,73,85,410
1607904000,M,4,21,62,124,78,37,326
1607990400,A,7,29,185,408,159,97,885
1607990400,F,4,17,102,243,77,62,505
1607990400,M,3,12,83,165,82,35,380
1608076800,A,18,47,232,486,242,149,1174
1608076800,F,9,24,128,287,136,104,688
1608076800,M,9,23,103,199,106,45,485
1608163200,A,18,62,238,495,246,174,1233
1608163200,F,8,31,128,298,130,110,705
1608163200,M,10,31,109,197,116,64,527
1608249600,A,18,56,227,498,262,183,1244
1608249600,F,9,34,133,317,137,130,760
1608249600,M,9,22,94,181,125,53,484
1608336000,A,17,40,143,362,185,112,859
1608336000,F,8,22,82,205,112,63,492
1608336000,M,9,18,61,157,73,49,367
1608422400,A,2,10,65,139,86,92,394
1608422400,F,1,4,38,73,50,64,230
1608422400,M,1,6,27,66,36,28,164
1608508800,A,8,29,151,377,169,131,865
1608508800,F,3,9,87,230,78,78,485
1608508800,M,5,20,64,147,91,53,380
1608595200,A,11,49,277,571,286,191,1385
1608595200,F,5,27,157,329,145,121,784
1608595200,M,6,22,120,242,141,70,601
1608681600,A,17,52,299,666,329,194,1557
1608681600,F,10,22,167,394,177,136,906
1608681600,M,7,30,132,272,152,58,651
1608768000,A,11,33,180,421,199,149,993
1608768000,F,5,12,98,249,106,105,575
