timestamp,gender,A00-A04,A05-A14,A15-A34,A35-A59,A60-A79,A80+,ALL
1591401600,M,0,0,0,0,1,0,1
1591488000,A,0,0,1,3,2,0,6
1591488000,F,0,0,0,2,0,0,2
1591488000,M,0,0,1,1,2,0,4
1591574400,A,0,0,1,3,1,1,6
1591574400,F,0,0,0,3,0,1,4
1591574400,M,0,0,1,0,1,0,2
1591660800,A,0,1,3,5,2,1,12
1591660800,F,0,0,3,3,0,1,7
1591660800,M,0,1,0,2,2,0,5
1591747200,A,0,0,1,6,6,9,22
1591747200,F,0,0,1,4,2,7,14
1591747200,M,0,0,0,2,4,2,8
1591833600,A,1,1,2,6,4,5,19
1591833600,F,0,0,1,5,2,5,13
1591833600,M,1,1,1,1,2,0,6
1591920000,A,1,0,0,5,2,0,8
1591920000,F,1,0,0,4,1,0,6
1591920000,M,0,0,0,1,1,0,2
1592006400,A,0,0,2,3,2,4,11
1592006400,F,0,0,0,2,0,4,6
1592006400,M,0,0,2,1,2,0,5
1592092800,A,0,0,0,1,0,4,5
