Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1640131200,13299,10455,360,89,122,7
AP,1640131200,9771,7991,99,132,137,0
EA,1640131200,0,0,0,0,0,0
EF,1640131200,22385,20942,338,272,187,0
EIC,1640131200,10873,9956,285,51,99,3
G,1640131200,11669,10012,285,156,168,0
GRZ,1640131200,14333,11140,289,0,224,0
GTH,1640131200,19654,17155,271,137,232,0
HBN,1640131200,11878,8966,333,122,99,4
IK,1640131200,15464,14023,348,379,150,2
J,1640131200,10037,7203,113,111,137,0
KYF,1640131200,8740,7684,185,45,65,0
NDH,1640131200,6673,5760,84,120,96,1
SHK,1640131200,11246,7594,177,137,160,1
SHL,1640131200,4608,3397,147,40,67,2
SLF,1640131200,15511,13373,388,198,217,4
SM,1640131200,20279,17680,496,121,196,3
SOK,1640131200,13793,10090,247,133,168,2
SOM,1640131200,9095,6334,166,82,93,1
SON,1640131200,9694,7438,241,90,101,2
UH,1640131200,13195,10224,341,129,164,7
WAK,1640131200,19547,17053,379,195,202,1
WE,1640131200,6552,4672,125,72,62,0
TH,1640131200,278296,229142,5697,2811,3146,40
