Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1618704000,6075,5009,248,3,20,0
AP,1618704000,3408,2992,55,7,21,0
EA,1618704000,1561,1363,60,3,6,0
EF,1618704000,7186,6453,238,0,40,0
EIC,1618704000,5535,5005,212,9,22,1
G,1618704000,4815,4203,156,0,44,0
GRZ,1618704000,6869,4920,165,39,10,0
GTH,1618704000,6829,6066,187,47,52,0
HBN,1618704000,4472,4106,222,0,11,0
IK,1618704000,5312,4589,186,28,45,0
J,1618704000,3686,3359,65,33,25,0
KYF,1618704000,3058,2716,123,7,12,0
NDH,1618704000,2165,1952,54,9,5,0
SHK,1618704000,3974,3580,91,13,20,1
SHL,1618704000,1868,1615,101,0,12,0
SLF,1618704000,5659,5076,249,10,16,0
SM,1618704000,8747,7864,318,11,50,0
SOK,1618704000,5403,4939,137,0,43,0
SOM,1618704000,3339,2946,108,22,20,0
SON,1618704000,3381,2810,149,0,3,0
UH,1618704000,5536,5062,221,0,13,0
WAK,1618704000,6889,5756,203,21,35,1
WE,1618704000,2188,1980,96,12,5,0
TH,1618704000,107955,94361,3644,274,530,3
