Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1684454400,40666,40088,543,0,1,0
AP,1684454400,32768,32589,154,0,0,0
EA,1684454400,0,0,0,0,0,0
EF,1684454400,81399,80732,635,0,7,0
EIC,1684454400,47507,47091,394,0,0,0
G,1684454400,36995,36561,417,0,0,0
GRZ,1684454400,39673,39195,456,0,1,0
GTH,1684454400,53216,52816,387,2,1,0
HBN,1684454400,28419,27960,447,0,0,0
IK,1684454400,48802,48327,465,3,3,0
J,1684454400,47576,47331,193,0,1,0
KYF,1684454400,26995,26710,278,0,0,0
NDH,1684454400,29363,29219,115,1,1,0
SHK,1684454400,38169,37892,262,0,1,0
SHL,1684454400,12959,12734,214,1,0,0
SLF,1684454400,42296,41660,610,0,0,0
SM,1684454400,57316,56504,785,2,1,0
SOK,1684454400,34674,34301,356,0,2,0
SOM,1684454400,27847,27561,272,0,0,0
SON,1684454400,24796,24468,312,0,2,0
UH,1684454400,44061,43587,454,0,2,0
WAK,1684454400,65294,64783,472,3,1,0
WE,1684454400,27679,27465,207,0,0,0
TH,1684454400,888470,879574,8428,12,24,0
