Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1651708800,31017,28915,428,57,35,1
AP,1651708800,26706,25350,129,34,83,0
EA,1651708800,0,0,0,0,0,0
EF,1651708800,63635,62137,510,103,132,6
EIC,1651708800,35532,32787,330,0,147,0
G,1651708800,28536,27702,354,23,45,0
GRZ,1651708800,30921,27385,352,296,343,0
GTH,1651708800,42709,41672,335,46,61,0
HBN,1651708800,23243,21629,398,15,68,0
IK,1651708800,37678,36478,422,66,102,0
J,1651708800,34799,31913,141,78,101,0
KYF,1651708800,21973,20580,237,20,76,0
NDH,1651708800,23729,23021,101,25,86,0
SHK,1651708800,29695,28140,219,14,76,0
SHL,1651708800,10231,9811,177,16,47,0
SLF,1651708800,35237,34137,524,54,53,0
SM,1651708800,43389,41619,646,67,91,0
SOK,1651708800,29225,27956,320,19,58,2
SOM,1651708800,22913,22357,232,20,45,0
SON,1651708800,19943,18354,284,1,143,0
UH,1651708800,34181,32737,411,71,118,0
WAK,1651708800,50217,48021,441,121,100,0
WE,1651708800,21479,19727,151,42,196,0
TH,1651708800,696988,662428,7142,1188,2206,9
