Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1675641600,40252,39570,530,12,6,0
AP,1675641600,32500,32269,150,7,6,0
EA,1675641600,0,0,0,0,0,0
EF,1675641600,80250,79496,618,18,7,4
EIC,1675641600,46855,46348,384,13,10,0
G,1675641600,36708,36265,409,5,6,0
GRZ,1675641600,39340,38838,445,9,5,0
GTH,1675641600,52771,52299,378,27,7,0
HBN,1675641600,28157,27668,443,6,1,0
IK,1675641600,48335,47823,455,14,6,0
J,1675641600,46990,46525,183,21,2,2
KYF,1675641600,26844,26469,274,7,12,0
NDH,1675641600,28981,28768,111,5,9,0
SHK,1675641600,37577,37188,257,10,10,1
SHL,1675641600,12835,12617,209,2,0,0
SLF,1675641600,41877,41218,596,7,1,3
SM,1675641600,56625,55753,760,23,6,0
SOK,1675641600,34365,33958,351,4,1,1
SOM,1675641600,27619,27305,269,7,7,0
SON,1675641600,24487,24119,305,6,3,0
UH,1675641600,43839,43346,448,7,2,0
WAK,1675641600,64326,63692,468,20,5,0
WE,1675641600,27371,27145,193,2,2,0
TH,1675641600,878904,868679,8236,232,114,11
