Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1605744000,636,392,5,0,5,0
AP,1605744000,446,366,8,16,14,1
EA,1605744000,114,84,5,0,5,0
EF,1605744000,1145,796,15,23,13,0
EIC,1605744000,695,527,16,0,27,0
G,1605744000,645,513,27,9,12,0
GRZ,1605744000,1007,854,49,16,12,0
GTH,1605744000,713,518,35,28,6,1
HBN,1605744000,646,268,5,46,16,0
IK,1605744000,622,355,7,16,8,0
J,1605744000,583,463,6,0,12,0
KYF,1605744000,330,182,4,35,5,0
NDH,1605744000,288,180,2,26,4,0
SHK,1605744000,517,339,12,14,11,0
SHL,1605744000,118,84,2,0,1,0
SLF,1605744000,393,259,5,1,11,0
SM,1605744000,771,584,14,20,16,0
SOK,1605744000,424,321,13,27,4,0
SOM,1605744000,365,253,3,14,2,1
SON,1605744000,620,426,32,13,7,0
UH,1605744000,625,335,13,28,8,0
WAK,1605744000,352,262,3,1,5,0
WE,1605744000,391,331,1,7,7,0
TH,1605744000,12446,8692,282,340,211,3
