Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1658102400,32946,31460,470,0,45,0
AP,1658102400,28354,27244,132,77,32,1
EA,1658102400,0,0,0,0,0,0
EF,1658102400,67578,66121,536,139,93,0
EIC,1658102400,40131,38214,348,212,134,1
G,1658102400,30438,29483,363,100,40,4
GRZ,1658102400,34415,33439,372,58,70,0
GTH,1658102400,45080,44293,340,0,49,0
HBN,1658102400,24558,23737,418,63,32,0
IK,1658102400,40328,39336,431,72,60,0
J,1658102400,38878,36506,145,148,76,0
KYF,1658102400,23159,22281,241,86,23,0
NDH,1658102400,25006,24298,103,62,27,1
SHK,1658102400,31545,30276,222,89,43,0
SHL,1658102400,10884,10545,180,37,16,0
SLF,1658102400,36612,35620,548,88,37,0
SM,1658102400,46612,44899,672,160,97,2
SOK,1658102400,30385,29658,332,53,18,0
SOM,1658102400,23922,23412,242,53,45,-2
SON,1658102400,20989,20177,286,67,18,0
UH,1658102400,37045,35712,416,224,66,1
WAK,1658102400,53867,52216,449,181,113,0
WE,1658102400,23397,22319,161,84,32,0
TH,1658102400,746129,721246,7407,2053,1166,8
