Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1619049600,6206,5162,250,68,45,0
AP,1619049600,3543,3108,56,25,37,1
EA,1619049600,1642,1413,61,14,7,0
EF,1619049600,7464,6587,239,80,10,0
EIC,1619049600,5624,5109,218,23,26,0
G,1619049600,5007,4374,170,36,52,1
GRZ,1619049600,7000,5297,165,0,86,0
GTH,1619049600,7082,6313,186,67,70,0
HBN,1619049600,4538,4161,223,21,14,0
IK,1619049600,5481,4773,191,53,37,0
J,1619049600,3747,3454,65,-8,4,0
KYF,1619049600,3151,2811,125,19,27,1
NDH,1619049600,2257,1994,56,27,15,1
SHK,1619049600,4079,3693,92,50,24,0
SHL,1619049600,1903,1665,100,18,10,0
SLF,1619049600,5857,5185,253,53,16,3
SM,1619049600,8951,8095,323,45,63,1
SOK,1619049600,5616,5040,137,39,31,0
SOM,1619049600,3488,3053,111,51,38,1
SON,1619049600,3482,2849,150,16,7,1
UH,1619049600,5620,5170,226,25,14,3
WAK,1619049600,7156,6075,208,50,55,0
WE,1619049600,2264,2020,97,17,8,0
TH,1619049600,111158,97401,3702,789,696,13
