Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1630972800,7100,6713,293,18,2,0
AP,1630972800,4201,4065,78,14,1,0
EA,1630972800,1980,1901,78,-2,-2,0
EF,1630972800,8954,8521,273,33,3,0
EIC,1630972800,6345,6041,250,9,3,0
G,1630972800,5851,5598,205,9,5,0
GRZ,1630972800,7939,7670,240,9,1,0
GTH,1630972800,8823,8563,206,2,1,0
HBN,1630972800,5519,5210,250,19,7,0
IK,1630972800,6636,6361,218,6,2,0
J,1630972800,4470,4292,84,21,5,0
KYF,1630972800,3722,3556,145,5,1,0
NDH,1630972800,3007,2907,70,14,0,0
SHK,1630972800,4816,4643,131,7,1,0
SHL,1630972800,2225,2084,113,2,0,0
SLF,1630972800,6860,6530,289,8,1,0
SM,1630972800,10181,9753,372,16,5,0
SOK,1630972800,6555,6324,184,5,1,0
SOM,1630972800,4225,4046,136,7,1,0
SON,1630972800,4354,4108,164,9,1,0
UH,1630972800,6469,6173,264,11,0,0
WAK,1630972800,8515,8163,250,17,9,0
WE,1630972800,2680,2527,104,7,0,0
TH,1630972800,131427,125749,4397,246,48,0
