Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1615680000,5037,4412,212,7,15,4
AP,1615680000,2584,2409,51,17,15,0
EA,1615680000,1116,979,49,23,13,0
EF,1615680000,5587,5184,198,0,73,0
EIC,1615680000,4490,4086,151,3,19,0
G,1615680000,3326,2998,120,0,16,0
GRZ,1615680000,4396,3581,122,48,26,0
GTH,1615680000,4833,4306,168,44,19,0
HBN,1615680000,4030,3602,198,0,26,0
IK,1615680000,3779,3329,153,34,24,1
J,1615680000,3038,2826,59,0,6,0
KYF,1615680000,2423,2106,107,4,20,0
NDH,1615680000,1773,1637,46,0,10,0
SHK,1615680000,3086,2808,79,8,8,0
SHL,1615680000,1471,1243,89,7,8,0
SLF,1615680000,4657,4268,223,0,23,0
SM,1615680000,6735,5909,246,22,39,0
SOK,1615680000,4022,3625,98,0,32,0
SOM,1615680000,2444,2180,96,6,10,0
SON,1615680000,2820,2588,144,3,4,0
UH,1615680000,4937,4471,210,9,21,0
WAK,1615680000,4643,3908,159,60,38,1
WE,1615680000,1840,1687,93,5,9,0
TH,1615680000,83067,74142,3071,300,474,6
