Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1640908800,13702,11545,367,43,81,0
AP,1640908800,10300,8939,99,59,83,0
EA,1640908800,0,0,0,0,0,0
EF,1640908800,23753,22448,360,214,102,0
EIC,1640908800,11115,10470,296,16,34,2
G,1640908800,12082,11026,296,25,63,0
GRZ,1640908800,15338,12283,294,53,102,0
GTH,1640908800,20440,18667,283,61,38,0
HBN,1640908800,12261,9819,341,0,102,0
IK,1640908800,16400,15126,373,37,88,8
J,1640908800,10611,8192,114,60,93,0
KYF,1640908800,9051,8328,189,23,51,0
NDH,1640908800,7088,6402,86,28,44,0
SHK,1640908800,11779,9100,179,57,220,0
SHL,1640908800,4782,3805,154,20,86,1
SLF,1640908800,16243,14771,404,62,102,2
SM,1640908800,20976,19262,515,78,54,1
SOK,1640908800,14282,11656,258,53,231,0
SOM,1640908800,9624,7402,173,36,71,0
SON,1640908800,10007,8242,246,26,73,0
UH,1640908800,13715,11507,344,57,8,0
WAK,1640908800,20314,18292,388,53,91,1
WE,1640908800,6909,5417,127,27,79,0
TH,1640908800,290772,252699,5886,1088,1896,15
