Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1615334400,4954,4369,209,44,29,0
AP,1615334400,2551,2353,50,20,13,0
EA,1615334400,1065,951,49,4,8,1
EF,1615334400,5475,4995,192,74,65,4
EIC,1615334400,4420,4016,148,35,14,1
G,1615334400,3240,2958,120,29,9,0
GRZ,1615334400,4077,3473,122,102,37,1
GTH,1615334400,4658,4227,167,52,25,2
HBN,1615334400,3996,3536,197,21,15,0
IK,1615334400,3650,3257,148,41,7,0
J,1615334400,3003,2793,59,8,5,0
KYF,1615334400,2346,2036,105,34,21,2
NDH,1615334400,1741,1608,44,9,7,0
SHK,1615334400,3027,2764,79,27,19,0
SHL,1615334400,1414,1220,88,17,12,0
SLF,1615334400,4618,4205,218,20,10,2
SM,1615334400,6484,5778,241,76,51,0
SOK,1615334400,3911,3510,98,43,33,3
SOM,1615334400,2363,2133,95,27,12,0
SON,1615334400,2783,2575,144,0,5,0
UH,1615334400,4855,4390,208,38,30,5
WAK,1615334400,4432,3796,155,41,33,1
WE,1615334400,1819,1663,93,9,3,0
TH,1615334400,80882,72606,3029,771,463,22
