Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1656892800,32357,31124,470,103,28,0
AP,1656892800,27757,26985,130,54,18,0
EA,1656892800,0,0,0,0,0,0
EF,1656892800,66301,64995,533,117,5,0
EIC,1656892800,38456,36969,344,122,68,0
G,1656892800,29759,28981,358,83,14,0
GRZ,1656892800,33872,33000,370,41,17,0
GTH,1656892800,44490,43673,340,85,41,0
HBN,1656892800,24179,23471,415,39,23,0
IK,1656892800,39536,38630,430,66,54,1
J,1656892800,37567,35702,145,284,64,0
KYF,1656892800,22765,22069,241,37,14,0
NDH,1656892800,24555,24058,102,49,13,0
SHK,1656892800,30859,29951,222,67,27,0
SHL,1656892800,10715,10405,180,14,14,0
SLF,1656892800,36095,35336,546,31,23,0
SM,1656892800,45450,44129,664,77,75,3
SOK,1656892800,29992,29424,331,28,22,0
SOM,1656892800,23585,23143,243,31,26,0
SON,1656892800,20638,19989,286,32,7,1
UH,1656892800,36034,34981,415,129,56,0
WAK,1656892800,52630,51369,449,93,75,0
WE,1656892800,22888,21966,159,75,36,1
TH,1656892800,730480,710350,7373,1657,720,6
