Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1662076800,35029,33717,482,13,25,0
AP,1662076800,29552,28906,136,5,2,0
EA,1662076800,0,0,0,0,0,0
EF,1662076800,70931,69756,546,69,99,0
EIC,1662076800,42212,41518,358,32,13,0
G,1662076800,32284,31510,372,17,1,0
GRZ,1662076800,35875,35131,383,43,16,0
GTH,1662076800,47139,46442,351,24,8,0
HBN,1662076800,25524,24912,422,10,8,0
IK,1662076800,42423,41588,435,39,25,0
J,1662076800,41320,40130,159,37,1,0
KYF,1662076800,24332,23573,243,15,0,1
NDH,1662076800,26048,25513,105,20,8,0
SHK,1662076800,33168,32329,228,10,19,1
SHL,1662076800,11404,11108,186,5,0,0
SLF,1662076800,38043,37201,557,14,5,0
SM,1662076800,49287,48130,692,37,26,0
SOK,1662076800,31601,31007,339,10,24,0
SOM,1662076800,24903,24511,248,12,7,0
SON,1662076800,21975,21231,290,5,0,0
UH,1662076800,38892,38123,417,24,3,0
WAK,1662076800,56870,55764,453,43,0,0
WE,1662076800,24535,24116,168,20,1,0
TH,1662076800,783347,766216,7570,504,291,2
