Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1617840000,5778,4768,241,24,10,1
AP,1617840000,3058,2803,52,0,22,0
EA,1617840000,1481,1233,56,24,14,0
EF,1617840000,6681,5994,226,97,49,0
EIC,1617840000,5230,4702,201,47,31,0
G,1617840000,4407,3805,141,53,47,0
GRZ,1617840000,6199,4241,144,109,30,0
GTH,1617840000,6210,5460,176,129,56,2
HBN,1617840000,4355,3984,217,20,26,0
IK,1617840000,4734,4145,175,0,65,0
J,1617840000,3500,3124,61,42,17,0
KYF,1617840000,2847,2527,115,40,17,0
NDH,1617840000,2002,1857,50,0,11,0
SHK,1617840000,3726,3292,87,55,24,0
SHL,1617840000,1737,1519,99,18,13,0
SLF,1617840000,5372,4801,241,73,19,1
SM,1617840000,8236,7318,304,124,76,5
SOK,1617840000,4997,4478,119,12,32,0
SOM,1617840000,3039,2729,106,36,27,0
SON,1617840000,3133,2739,147,21,9,0
UH,1617840000,5359,4938,213,48,15,0
WAK,1617840000,6282,5245,188,77,62,1
WE,1617840000,2055,1859,95,19,12,0
TH,1617840000,100418,87561,3454,1068,684,10
