Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1675814400,40269,39590,530,9,5,0
AP,1675814400,32510,32284,150,5,7,0
EA,1675814400,0,0,0,0,0,0
EF,1675814400,80289,79498,618,14,1,0
EIC,1675814400,46890,46367,384,15,10,0
G,1675814400,36719,36271,409,7,3,0
GRZ,1675814400,39348,38845,445,3,3,0
GTH,1675814400,52788,52313,380,17,4,2
HBN,1675814400,28161,27679,443,3,2,0
IK,1675814400,48347,47834,455,3,6,0
J,1675814400,47015,46584,183,14,2,0
KYF,1675814400,26849,26496,274,3,17,0
NDH,1675814400,28992,28784,111,6,6,0
SHK,1675814400,37596,37205,258,8,8,0
SHL,1675814400,12836,12619,209,1,2,0
SLF,1675814400,41887,41232,596,1,9,0
SM,1675814400,56655,55780,761,7,14,0
SOK,1675814400,34370,33965,351,4,1,0
SOM,1675814400,27628,27312,269,7,4,0
SON,1675814400,24506,24130,305,8,2,0
UH,1675814400,43846,43354,448,1,2,0
WAK,1675814400,64350,63704,469,18,2,1
WE,1675814400,27383,27153,194,5,1,0
TH,1675814400,879234,868999,8242,159,111,3
