Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1676332800,40291,39622,530,0,5,0
AP,1676332800,32524,32298,150,0,1,0
EA,1676332800,0,0,0,0,0,0
EF,1676332800,80376,79618,622,34,50,0
EIC,1676332800,46911,46422,384,0,13,0
G,1676332800,36733,36289,409,0,2,0
GRZ,1676332800,39365,38864,445,0,2,0
GTH,1676332800,52830,52350,380,0,14,0
HBN,1676332800,28174,27690,443,6,1,0
IK,1676332800,48392,47853,457,12,8,0
J,1676332800,47058,46633,183,0,1,0
KYF,1676332800,26856,26528,274,0,8,0
NDH,1676332800,29010,28818,111,0,10,0
SHK,1676332800,37647,37229,258,21,3,0
SHL,1676332800,12842,12621,210,4,0,1
SLF,1676332800,41913,41250,597,2,7,0
SM,1676332800,56731,55829,762,22,7,0
SOK,1676332800,34385,33977,353,4,4,0
SOM,1676332800,27644,27327,269,6,5,0
SON,1676332800,24542,24143,305,0,2,0
UH,1676332800,43855,43369,451,0,0,1
WAK,1676332800,64406,63736,469,0,17,0
WE,1676332800,27398,27166,195,0,4,0
TH,1676332800,879883,869632,8257,111,164,2
