Datum,Region,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
1595282400,WE,72,69,0,0,0,0
1595282400,SHL,21,19,2,0,0,0
1595282400,SM,162,151,4,1,0,0
1595282400,AP,77,71,4,0,0,0
1595282400,SON,306,282,22,0,0,0
1595282400,GTH,318,285,30,0,1,0
1595282400,TH,3323,3098,182,2,5,0
1595282400,IK,144,132,6,1,1,0
1595282400,GRZ,668,619,48,0,0,0
1595282400,UH,92,89,3,0,0,0
1595282400,NDH,67,64,2,0,0,0
1595282400,HBN,83,74,1,0,2,0
1595282400,WAK,90,86,2,0,0,0
1595282400,EF,140,138,2,0,0,0
1595282400,SOK,150,138,12,0,0,0
1595282400,G,260,237,22,0,0,0
1595282400,EIC,162,153,9,0,0,0
1595282400,KYF,52,52,0,0,0,0
1595368800,SOM,41,38,1,0,0,0
1595368800,SLF,72,72,0,0,0,0
1595368800,EA,31,28,2,0,0,0
1595368800,SHK,73,70,3,0,0,0
1595368800,J,163,158,3,0,0,0
1595368800,ABG,79,73,4,0,0,0
1595368800,WE,72,69,0,0,0,0
1595368800,SHL,21,19,2,0,0,0
1595368800,SM,162,151,4,0,0,0
1595368800,AP,77,71,4,0,0,0
1595368800,SON,306,283,22,0,1,0
1595368800,GTH,318,285,30,0,0,0
1595368800,TH,3326,3101,182,3,3,0
1595368800,IK,144,133,6,0,1,0
1595368800,GRZ,668,620,48,0,1,0
1595368800,UH,92,89,3,0,0,0
1595368800,NDH,67,64,2,0,0,0
1595368800,HBN,84,74,1,1,0,0
1595368800,WAK,91,86,2,1,0,0
1595368800,EF,140,138,2,0,0,0
1595368800,SOK,150,138,12,0,0,0
1595368800,G,260,237,22,0,0,0
1595368800,EIC,162,153,9,0,0,0
1595368800,KYF,53,52,0,1,0,0
1595455200,SOM,41,39,1,0,1,0
1595455200,SLF,72,72,0,0,0,0
1595455200,EA,31,28,2,0,0,0
1595455200,SHK,73,70,3,0,0,0
1595455200,J,163,158,3,0,0,0
1595455200,ABG,79,73,4,0,0,0
1595455200,WE,72,70,0,0,1,0
1595455200,SHL,21,19,2,0,0,0
1595455200,SM,162,152,4,0,1,0
1595455200,AP,77,71,4,0,0,0
1595455200,SON,306,284,22,0,1,0
1595455200,GTH,318,285,30,0,0,0
1595455200,TH,3327,3105,182,1,4,0
1595455200,IK,144,133,6,0,0,0
1595455200,GRZ,668,620,48,0,0,0
1595455200,UH,92,89,3,0,0,0
1595455200,NDH,67,64,2,0,0,0
1595455200,HBN,84,74,1,0,0,0
1595455200,WAK,91,86,2,0,0,0
1595455200,EF,140,138,2,0,0,0
1595455200,SOK,150,138,12,0,0,0
1595455200,G,261,237,22,1,0,0
1595455200,EIC,162,153,9,0,0,0
1595455200,KYF,53,52,0,0,0,0
1595541600,SOM,41,39,1,0,0,0
1595541600,SLF,72,72,0,0,0,0
1595541600,EA,31,28,2,0,0,0
1595541600,SHK,73,70,3,0,0,0
1595541600,J,163,158,3,0,0,0
1595541600,ABG,79,73,4,0,0,0
1595541600,WE,81,72,0,9,2,0
1595541600,SHL,21,19,2,0,0,0
1595541600,SM,162,153,4,0,1,0
1595541600,AP,77,71,4,0,0,0
1595541600,SON,306,284,22,0,0,0
1595541600,GTH,318,285,30,0,0,0
1595541600,TH,3339,3110,182,12,5,0
1595541600,IK,144,134,6,0,1,0
1595541600,GRZ,668,620,48,0,0,0
1595541600,UH,92,89,3,0,0,0
1595541600,NDH,67,64,2,0,0,0
1595541600,HBN,84,75,1,0,1,0
1595541600,WAK,92,86,2,1,0,0
1595541600,EF,140,138,2,0,0,0
1595541600,SOK,150,138,12,0,0,0
1595541600,G,261,237,22,0,0,0
1595541600,EIC,162,153,9,0,0,0
1595541600,KYF,55,52,0,2,0,0
1595628000,SOM,41,40,1,0,1,0
1595628000,SLF,72,72,0,0,0,0
1595628000,EA,32,28,2,1,0,0
1595628000,SHK,73,70,3,0,0,0
1595628000,J,163,160,3,0,2,0
1595628000,ABG,79,73,4,0,0,0
1595628000,WE,81,72,0,0,0,0
1595628000,SHL,21,19,2,0,0,0
1595628000,SM,162,153,4,0,0,0
1595628000,AP,77,71,4,0,0,0
1595628000,SON,306,284,22,0,0,0
1595628000,GTH,318,285,30,0,0,0
1595628000,TH,3340,3113,182,1,3,0
1595628000,IK,144,134,6,0,0,0
1595628000,GRZ,668,620,48,0,0,0
1595628000,UH,92,89,3,0,0,0
1595628000,NDH,67,64,2,0,0,0
1595628000,HBN,84,75,1,0,0,0
1595628000,WAK,92,86,2,0,0,0
1595628000,EF,140,138,2,0,0,0
1595628000,SOK,150,138,12,0,0,0
1595628000,G,261,237,22,0,0,0
1595628000,EIC,162,153,9,0,0,0
1595628000,KYF,55,52,0,0,0,0
1595714400,SOM,41,40,1,0,0,0
1595714400,SLF,72,72,0,0,0,0
1595714400,EA,32,28,2,0,0,0
1595714400,SHK,73,70,3,0,0,0
1595714400,J,163,160,3,0,0,0
1595714400,ABG,79,73,4,0,0,0
1595714400,WE,81,72,0,0,0,0
1595714400,SHL,21,19,2,0,0,0
1595714400,SM,162,154,4,0,1,0
1595714400,AP,77,71,4,0,0,0
1595714400,SON,306,284,22,0,0,0
1595714400,GTH,319,286,30,1,1,0
1595714400,TH,3341,3116,182,1,3,0
1595714400,IK,144,135,6,0,1,0
1595714400,GRZ,668,620,48,0,0,0
1595714400,UH,92,89,3,0,0,0
1595714400,NDH,67,64,2,0,0,0
1595714400,HBN,84,75,1,0,0,0
1595714400,WAK,92,86,2,0,0,0
1595714400,EF,140,138,2,0,0,0
1595714400,SOK,150,138,12,0,0,0
1595714400,G,261,237,22,0,0,0
1595714400,EIC,162,153,9,0,0,0
1595714400,KYF,55,52,0,0,0,0
1595800800,SOM,42,40,1,1,0,0
1595800800,SLF,72,72,0,0,0,0
1595800800,EA,32,28,2,0,0,0
1595800800,SHK,73,70,3,0,0,0
1595800800,J,163,160,3,0,0,0
1595800800,ABG,79,73,4,0,0,0
1595800800,WE,86,72,0,5,0,0
1595800800,SHL,21,19,2,0,0,0
1595800800,SM,162,154,4,0,0,0
1595800800,AP,77,71,4,0,0,0
1595800800,SON,306,284,22,0,0,0
1595800800,GTH,319,286,30,0,0,0
1595800800,TH,3347,3116,182,6,0,0
1595800800,IK,144,135,6,0,0,0
1595800800,GRZ,668,620,48,0,0,0
1595800800,UH,92,89,3,0,0,0
1595800800,NDH,67,64,2,0,0,0
1595800800,HBN,84,75,1,0,0,0
1595800800,WAK,92,86,2,0,0,0
1595800800,EF,140,138,2,0,0,0
1595800800,SOK,150,138,12,0,0,0
1595800800,G,261,237,22,0,0,0
1595800800,EIC,162,153,9,0,0,0
1595800800,KYF,55,52,0,0,0,0
1595887200,SOM,42,40,1,0,0,0
1595887200,SLF,72,72,0,0,0,0
1595887200,EA,33,28,2,1,0,0
1595887200,SHK,73,70,3,0,0,0
1595887200,J,163,160,3,0,0,0
1595887200,ABG,79,73,4,0,0,0
1595887200,WE,89,74,0,3,2,0
1595887200,SHL,21,19,2,0,0,0
1595887200,SM,162,154,4,0,0,0
1595887200,AP,77,71,4,0,0,0
1595887200,SON,306,284,22,0,0,0
1595887200,GTH,319,287,30,0,1,0
1595887200,TH,3351,3119,182,4,3,0
1595887200,IK,144,135,6,0,0,0
1595887200,GRZ,668,620,48,0,0,0
1595887200,UH,92,89,3,0,0,0
1595887200,NDH,67,64,2,0,0,0
1595887200,HBN,84,75,1,0,0,0
1595887200,WAK,92,86,2,0,0,0
1595887200,EF,140,138,2,0,0,0
1595887200,SOK,150,138,12,0,0,0
1595887200,G,261,237,22,0,0,0
1595887200,EIC,162,153,9,0,0,0
1595887200,KYF,55,52,0,0,0,0
1595973600,SOM,42,40,1,0,0,0
1595973600,SLF,72,72,0,0,0,0
1595973600,EA,34,28,2,1,0,0
1595973600,SHK,73,70,3,0,0,0
1595973600,J,163,160,3,0,0,0
1595973600,ABG,79,75,4,0,2,0
1595973600,WE,89,76,0,0,2,0
1595973600,SHL,21,19,2,0,0,0
1595973600,SM,162,154,4,0,0,0
1595973600,AP,77,71,4,0,0,0
1595973600,SON,306,284,22,0,0,0
1595973600,GTH,319,288,30,0,1,0
1595973600,TH,3355,3125,182,4,6,0
1595973600,IK,144,136,6,0,1,0
1595973600,GRZ,668,620,48,0,0,0
1595973600,UH,92,89,3,0,0,0
1595973600,NDH,67,64,2,0,0,0
1595973600,HBN,84,75,1,0,0,0
1595973600,WAK,92,86,2,0,0,0
1595973600,EF,142,138,2,2,0,0
1595973600,SOK,150,138,12,0,0,0
1595973600,G,262,237,22,1,0,0
1595973600,EIC,162,153,9,0,0,0
1595973600,KYF,55,52,0,0,0,0
1596060000,SOM,42,40,1,0,0,0
1596060000,SLF,72,72,0,0,0,0
1596060000,EA,34,28,2,0,0,0
1596060000,SHK,73,70,3,0,0,0
1596060000,J,163,160,3,0,0,0
1596060000,ABG,79,75,4,0,0,0
1596060000,WE,90,76,0,1,0,0
1596060000,SHL,21,19,2,0,0,0
1596060000,SM,163,155,4,1,1,0
1596060000,AP,77,71,4,0,0,0
1596060000,SON,306,284,22,0,0,0
1596060000,GTH,319,288,30,0,0,0
1596060000,TH,3358,3128,182,3,3,0
1596060000,IK,144,136,6,0,0,0
1596060000,GRZ,668,620,48,0,0,0
1596060000,UH,92,89,3,0,0,0
1596060000,NDH,67,65,2,0,1,0
1596060000,HBN,84,76,1,0,1,0
1596060000,WAK,92,86,2,0,0,0
1596060000,EF,142,138,2,0,0,0
1596060000,SOK,151,138,12,1,0,0
1596060000,G,262,237,22,0,0,0
1596060000,EIC,162,153,9,0,0,0
1596060000,KYF,55,52,0,0,0,0
1596146400,SOM,43,40,1,1,0,0
1596146400,SLF,72,72,0,0,0,0
1596146400,EA,34,28,2,0,0,0
1596146400,SHK,73,70,3,0,0,0
1596146400,J,163,160,3,0,0,0
1596146400,ABG,79,75,4,0,0,0
1596146400,WE,90,77,0,0,1,0
1596146400,SHL,21,19,2,0,0,0
1596146400,SM,163,155,4,0,0,0
1596146400,AP,77,71,4,0,0,0
1596146400,SON,306,284,22,0,0,0
1596146400,GTH,319,288,30,0,0,0
1596146400,TH,3361,3132,182,3,4,0
1596146400,IK,146,137,6,2,1,0
1596146400,GRZ,668,620,48,0,0,0
1596146400,UH,92,89,3,0,0,0
1596146400,NDH,67,65,2,0,0,0
1596146400,HBN,84,76,1,0,0,0
1596146400,WAK,92,87,2,0,1,0
1596146400,EF,142,138,2,0,0,0
1596146400,SOK,151,138,12,0,0,0
1596146400,G,262,238,22,0,1,0
1596146400,EIC,162,153,9,0,0,0
1596146400,KYF,55,52,0,0,0,0
1596232800,SOM,43,40,1,0,0,0
1596232800,SLF,72,72,0,0,0,0
1596232800,EA,35,28,2,1,0,0
1596232800,SHK,73,70,3,0,0,0
1596232800,J,163,160,3,0,0,0
1596232800,ABG,79,75,4,0,0,0
1596232800,WE,90,77,0,0,0,0
1596232800,SHL,21,19,2,0,0,0
1596232800,SM,167,156,4,4,1,0
1596232800,AP,78,71,4,1,0,0
1596232800,SON,306,284,22,0,0,0
1596232800,GTH,319,288,30,0,0,0
1596232800,TH,3369,3137,182,8,5,0
1596232800,IK,146,137,6,0,0,0
1596232800,GRZ,668,620,48,0,0,0
1596232800,UH,92,89,3,0,0,0
1596232800,NDH,67,65,2,0,0,0
1596232800,HBN,84,79,1,0,3,0
1596232800,WAK,94,87,2,2,0,0
1596232800,EF,142,138,2,0,0,0
1596232800,SOK,151,138,12,0,0,0
1596232800,G,262,238,22,0,0,0
1596232800,EIC,162,153,9,0,0,0
1596232800,KYF,55,53,0,0,1,0
1596319200,SOM,43,40,1,0,0,0
1596319200,SLF,72,72,0,0,0,0
1596319200,EA,35,29,2,0,1,0
1596319200,SHK,73,70,3,0,0,0
1596319200,J,163,160,3,0,0,0
1596319200,ABG,79,75,4,0,0,0
1596319200,WE,90,77,0,0,0,0
1596319200,SHL,21,19,2,0,0,0
1596319200,SM,167,156,4,0,0,0
1596319200,AP,78,71,4,0,0,0
1596319200,SON,306,284,22,0,0,0
1596319200,GTH,319,288,30,0,0,0
1596319200,TH,3370,3139,182,1,2,0
1596319200,IK,146,138,6,0,1,0
1596319200,GRZ,668,620,48,0,0,0
1596319200,UH,92,89,3,0,0,0
1596319200,NDH,67,65,2,0,0,0
1596319200,HBN,84,79,1,0,0,0
1596319200,WAK,94,87,2,0,0,0
1596319200,EF,142,138,2,0,0,0
1596319200,SOK,151,138,12,0,0,0
1596319200,G,263,238,22,1,0,0
1596319200,EIC,162,153,9,0,0,0
1596319200,KYF,55,53,0,0,0,0
1596405600,SOM,43,40,1,0,0,0
1596405600,SLF,72,72,0,0,0,0
1596405600,EA,35,29,2,0,0,0
1596405600,SHK,73,70,3,0,0,0
1596405600,J,163,160,3,0,0,0
1596405600,ABG,79,75,4,0,0,0
1596405600,WE,90,78,0,0,1,0
1596405600,SHL,21,19,2,0,0,0
1596405600,SM,168,157,4,1,1,0
1596405600,AP,78,71,4,0,0,0
1596405600,SON,306,284,22,0,0,0
1596405600,GTH,319,288,30,0,0,0
1596405600,TH,3371,3143,182,1,4,0
1596405600,IK,146,140,6,0,2,0
1596405600,GRZ,668,620,48,0,0,0
1596405600,UH,92,89,3,0,0,0
1596405600,NDH,67,65,2,0,0,0
1596405600,HBN,84,79,1,0,0,0
1596405600,WAK,94,87,2,0,0,0
1596405600,EF,142,138,2,0,0,0
1596405600,SOK,151,138,12,0,0,0
1596405600,G,263,238,22,0,0,0
1596405600,EIC,162,153,9,0,0,0
1596405600,KYF,55,53,0,0,0,0
1596492000,SOM,43,41,1,0,1,0
1596492000,SLF,72,72,0,0,0,0
1596492000,EA,35,29,2,0,0,0
1596492000,SHK,73,70,3,0,0,0
1596492000,J,163,160,3,0,0,0
1596492000,ABG,79,75,4,0,0,0
1596492000,WE,91,80,0,1,2,0
1596492000,SHL,21,19,2,0,0,0
1596492000,SM,170,158,4,2,1,0
1596492000,AP,78,71,4,0,0,0
1596492000,SON,307,284,22,1,0,0
1596492000,GTH,319,288,30,0,0,0
1596492000,TH,3385,3147,182,14,4,0
1596492000,IK,149,140,6,3,0,0
1596492000,GRZ,669,620,48,1,0,0
1596492000,UH,92,89,3,0,0,0
1596492000,NDH,67,65,2,0,0,0
1596492000,HBN,84,79,1,0,0,0
1596492000,WAK,97,87,2,3,0,0
1596492000,EF,143,138,2,1,0,0
1596492000,SOK,152,138,12,1,0,0
1596492000,G,264,238,22,1,0,0
1596492000,EIC,162,153,9,0,0,0
1596492000,KYF,55,53,0,0,0,0
1596578400,SOM,43,41,1,0,0,0
1596578400,SLF,72,72,0,0,0,0
1596578400,EA,36,29,2,1,0,0
1596578400,SHK,73,70,3,0,0,0
1596578400,J,163,160,3,0,0,0
1596578400,ABG,79,75,4,0,0,0
1596578400,WE,91,81,0,0,1,0
1596578400,SHL,21,19,2,0,0,0
1596578400,SM,172,158,4,2,0,0
1596578400,AP,78,71,4,0,0,0
1596578400,SON,307,284,22,0,0,0
1596578400,GTH,319,288,30,0,0,0
1596578400,TH,3390,3150,182,5,3,0
1596578400,IK,149,140,6,0,0,0
1596578400,GRZ,669,620,48,0,0,0
1596578400,UH,92,89,3,0,0,0
1596578400,NDH,67,65,2,0,0,0
1596578400,HBN,84,80,1,0,1,0
1596578400,WAK,98,87,2,1,0,0
1596578400,EF,143,138,2,0,0,0
1596578400,SOK,153,138,12,1,0,0
1596578400,G,264,239,22,0,1,0
1596578400,EIC,162,153,9,0,0,0
1596578400,KYF,55,53,0,0,0,0
1596664800,SOM,43,41,1,0,0,0
1596664800,SLF,72,72,0,0,0,0
1596664800,EA,36,30,2,0,1,0
1596664800,SHK,73,70,3,0,0,0
1596664800,J,163,160,3,0,0,0
1596664800,ABG,79,75,4,0,0,0
1596664800,WE,91,85,0,0,4,0
1596664800,SHL,21,19,2,0,0,0
1596664800,SM,173,158,4,1,0,0
1596664800,AP,82,71,4,4,0,0
1596664800,SON,307,284,22,0,0,0
1596664800,GTH,320,288,30,1,0,0
1596664800,TH,3401,3160,182,11,10,0
1596664800,IK,150,140,6,1,0,0
1596664800,GRZ,670,620,48,1,0,0
1596664800,UH,92,89,3,0,0,0
1596664800,NDH,67,65,2,0,0,0
1596664800,HBN,85,80,1,1,0,0
1596664800,WAK,98,89,2,0,2,0
1596664800,EF,143,139,2,0,1,0
1596664800,SOK,155,138,12,2,0,0
1596664800,G,264,239,22,0,0,0
1596664800,EIC,162,153,9,0,0,0
1596664800,KYF,55,55,0,0,2,0
1596751200,SOM,44,41,1,1,0,0
1596751200,SLF,72,72,0,0,0,0
1596751200,EA,36,30,2,0,0,0
1596751200,SHK,73,70,3,0,0,0
1596751200,J,163,160,3,0,0,0
1596751200,ABG,79,75,4,0,0,0
1596751200,WE,92,85,0,1,0,0
1596751200,SHL,21,19,2,0,0,0
1596751200,SM,174,158,4,1,0,0
1596751200,AP,82,71,4,0,0,0
1596751200,SON,307,285,22,0,1,0
1596751200,GTH,320,288,30,0,0,0
1596751200,TH,3413,3164,182,12,4,0
1596751200,IK,150,140,6,0,0,0
1596751200,GRZ,670,620,48,0,0,0
1596751200,UH,92,89,3,0,0,0
1596751200,NDH,68,65,2,1,0,0
1596751200,HBN,86,80,1,1,0,0
1596751200,WAK,98,89,2,0,0,0
1596751200,EF,150,141,2,7,2,0
1596751200,SOK,155,139,12,0,1,0
1596751200,G,264,239,22,0,0,0
1596751200,EIC,162,153,9,0,0,0
1596751200,KYF,55,55,0,0,0,0
1596837600,SOM,44,41,1,0,0,0
1596837600,SLF,72,72,0,0,0,0
1596837600,EA,36,30,2,0,0,0
1596837600,SHK,73,70,3,0,0,0
1596837600,J,163,160,3,0,0,0
1596837600,ABG,79,75,4,0,0,0
1596837600,WE,92,87,0,0,2,0
1596837600,SHL,21,19,2,0,0,0
1596837600,SM,175,158,5,1,0,1
1596837600,AP,82,73,4,0,2,0
1596837600,SON,307,285,22,0,0,0
1596837600,GTH,322,289,30,2,1,0
1596837600,TH,3420,3170,183,7,6,1
1596837600,IK,151,140,6,1,0,0
1596837600,GRZ,670,620,48,0,0,0
1596837600,UH,92,89,3,0,0,0
1596837600,NDH,68,65,2,0,0,0
1596837600,HBN,86,81,1,0,1,0
1596837600,WAK,98,89,2,0,0,0
1596837600,EF,150,141,2,0,0,0
1596837600,SOK,156,139,12,1,0,0
1596837600,G,266,239,22,2,0,0
1596837600,EIC,162,153,9,0,0,0
1596837600,KYF,55,55,0,0,0,0
1596924000,SOM,44,41,1,0,0,0
1596924000,SLF,72,72,0,0,0,0
1596924000,EA,36,30,2,0,0,0
1596924000,SHK,73,70,3,0,0,0
1596924000,J,163,160,3,0,0,0
1596924000,ABG,79,75,4,0,0,0
1596924000,WE,92,87,0,0,0,0
1596924000,SHL,21,19,2,0,0,0
1596924000,SM,175,158,5,0,0,0
1596924000,AP,82,73,4,0,0,0
1596924000,SON,309,287,22,2,2,0
1596924000,GTH,323,289,30,1,0,0
1596924000,TH,3425,3173,183,5,3,0
1596924000,IK,152,140,6,1,0,0
1596924000,GRZ,670,620,48,0,0,0
1596924000,UH,92,89,3,0,0,0
1596924000,NDH,68,65,2,0,0,0
1596924000,HBN,86,81,1,0,0,0
1596924000,WAK,98,90,2,0,1,0
1596924000,EF,150,141,2,0,0,0
1596924000,SOK,156,139,12,0,0,0
1596924000,G,266,239,22,0,0,0
1596924000,EIC,163,153,9,1,0,0
1596924000,KYF,55,55,0,0,0,0
1597010400,SOM,44,41,1,0,0,0
1597010400,SLF,72,72,0,0,0,0
1597010400,EA,36,31,2,0,1,0
1597010400,SHK,73,70,3,0,0,0
1597010400,J,163,160,3,0,0,0
1597010400,ABG,79,75,4,0,0,0
1597010400,WE,94,88,0,2,1,0
1597010400,SHL,21,19,2,0,0,0
1597010400,SM,175,159,5,0,1,0
1597010400,AP,82,73,4,0,0,0
1597010400,SON,309,287,22,0,0,0
1597010400,GTH,323,289,30,0,0,0
1597010400,TH,3427,3176,183,2,3,0
1597010400,IK,152,140,6,0,0,0
1597010400,GRZ,670,620,48,0,0,0
1597010400,UH,92,89,3,0,0,0
1597010400,NDH,68,65,2,0,0,0
1597010400,HBN,86,81,1,0,0,0
1597010400,WAK,98,90,2,0,0,0
1597010400,EF,150,141,2,0,0,0
1597010400,SOK,156,139,12,0,0,0
1597010400,G,266,239,22,0,0,0
1597010400,EIC,163,153,9,0,0,0
1597010400,KYF,55,55,0,0,0,0
1597096800,SOM,44,41,1,0,0,0
1597096800,SLF,72,72,0,0,0,0
1597096800,EA,36,31,2,0,0,0
1597096800,SHK,73,70,3,0,0,0
1597096800,J,163,160,3,0,0,0
1597096800,ABG,79,75,4,0,0,0
1597096800,WE,94,90,0,0,2,0
1597096800,SHL,21,19,2,0,0,0
1597096800,SM,175,160,5,0,1,0
1597096800,AP,82,73,4,0,0,0
1597096800,SON,309,287,22,0,0,0
1597096800,GTH,323,289,30,0,0,0
1597096800,TH,3432,3181,183,5,5,0
1597096800,IK,152,140,6,0,0,0
1597096800,GRZ,670,620,48,0,0,0
1597096800,UH,92,89,3,0,0,0
1597096800,NDH,68,65,2,0,0,0
1597096800,HBN,87,81,1,1,0,0
1597096800,WAK,98,91,2,0,1,0
1597096800,EF,153,141,2,3,0,0
1597096800,SOK,156,140,12,0,1,0
1597096800,G,267,239,22,1,0,0
1597096800,EIC,163,153,9,0,0,0
1597096800,KYF,55,55,0,0,0,0
1597183200,SOM,44,41,1,0,0,0
1597183200,SLF,72,72,0,0,0,0
1597183200,EA,36,31,3,0,0,1
1597183200,SHK,73,70,3,0,0,0
1597183200,J,164,160,3,1,0,0
1597183200,ABG,79,75,4,0,0,0
1597183200,WE,94,91,0,0,1,0
1597183200,SHL,21,19,2,0,0,0
1597183200,SM,180,160,5,5,0,0
1597183200,AP,82,73,4,0,0,0
1597183200,SON,310,287,22,1,0,0
1597183200,GTH,325,289,30,2,0,0
1597183200,TH,3453,3184,184,21,3,1
1597183200,IK,153,140,6,1,0,0
1597183200,GRZ,675,620,48,5,0,0
1597183200,UH,92,89,3,0,0,0
1597183200,NDH,68,65,2,0,0,0
1597183200,HBN,87,82,1,0,1,0
1597183200,WAK,98,91,2,0,0,0
1597183200,EF,155,141,2,2,0,0
1597183200,SOK,159,141,12,3,1,0
1597183200,G,268,239,22,1,0,0
1597183200,EIC,163,153,9,0,0,0
1597183200,KYF,55,55,0,0,0,0
1597269600,SOM,46,41,1,2,0,0
1597269600,SLF,72,72,0,0,0,0
1597269600,EA,36,32,3,0,1,0
1597269600,SHK,73,70,3,0,0,0
1597269600,J,164,160,3,0,0,0
1597269600,ABG,79,75,4,0,0,0
1597269600,WE,94,91,0,0,0,0
1597269600,SHL,22,19,2,1,0,0
1597269600,SM,180,160,5,0,0,0
1597269600,AP,82,73,4,0,0,0
1597269600,SON,309,287,22,-1,0,0
1597269600,GTH,325,289,30,0,0,0
1597269600,TH,3464,3188,185,11,4,1
1597269600,IK,154,141,6,1,1,0
1597269600,GRZ,678,620,48,3,0,0
1597269600,UH,92,89,3,0,0,0
1597269600,NDH,68,65,2,0,0,0
1597269600,HBN,87,82,1,0,0,0
1597269600,WAK,98,93,2,0,2,0
1597269600,EF,157,142,2,2,1,0
1597269600,SOK,159,141,12,0,0,0
1597269600,G,271,239,22,3,0,0
1597269600,EIC,163,152,10,0,-1,1
1597269600,KYF,55,55,0,0,0,0
1597356000,SOM,46,41,1,0,0,0
1597356000,SLF,72,72,0,0,0,0
1597356000,EA,36,31,4,0,-1,1
1597356000,SHK,75,70,3,2,0,0
1597356000,J,165,160,3,1,0,0
1597356000,ABG,79,75,4,0,0,0
1597356000,WE,94,91,0,0,0,0
1597356000,SHL,23,19,2,1,0,0
1597356000,SM,182,162,5,2,2,0
1597356000,AP,83,73,4,1,0,0
1597356000,SON,311,287,22,2,0,0
1597356000,GTH,326,289,30,1,0,0
1597356000,TH,3482,3192,186,18,4,1
1597356000,IK,154,141,6,0,0,0
1597356000,GRZ,678,620,48,0,0,0
1597356000,UH,92,89,3,0,0,0
1597356000,NDH,72,65,2,4,0,0
1597356000,HBN,89,82,1,2,0,0
1597356000,WAK,99,95,2,1,2,0
1597356000,EF,157,143,2,0,1,0
1597356000,SOK,159,141,12,0,0,0
1597356000,G,271,239,22,0,0,0
1597356000,EIC,163,152,10,0,0,0
1597356000,KYF,56,55,0,1,0,0
1597442400,SOM,47,41,1,1,0,0
1597442400,SLF,73,72,0,1,0,0
1597442400,EA,36,31,4,0,0,0
1597442400,SHK,75,70,3,0,0,0
1597442400,J,165,160,3,0,0,0
1597442400,ABG,79,75,4,0,0,0
1597442400,WE,97,91,0,3,0,0
1597442400,SHL,23,19,2,0,0,0
1597442400,SM,182,164,5,0,2,0
1597442400,AP,83,73,4,0,0,0
1597442400,SON,311,287,22,0,0,0
1597442400,GTH,326,289,30,0,0,0
1597442400,TH,3492,3198,186,10,6,0
1597442400,IK,154,142,6,0,1,0
1597442400,GRZ,678,620,48,0,0,0
1597442400,UH,92,89,3,0,0,0
1597442400,NDH,72,65,2,0,0,0
1597442400,HBN,89,82,1,0,0,0
1597442400,WAK,101,96,2,2,1,0
1597442400,EF,160,144,2,3,1,0
1597442400,SOK,159,141,12,0,0,0
1597442400,G,271,240,22,0,1,0
1597442400,EIC,163,152,10,0,0,0
1597442400,KYF,56,55,0,0,0,0
1597528800,SOM,47,41,1,0,0,0
1597528800,SLF,73,72,0,0,0,0
1597528800,EA,36,31,4,0,0,0
1597528800,SHK,75,70,3,0,0,0
1597528800,J,165,160,3,0,0,0
1597528800,ABG,79,75,4,0,0,0
1597528800,WE,97,91,0,0,0,0
1597528800,SHL,25,19,2,2,0,0
1597528800,SM,183,164,5,1,0,0
1597528800,AP,83,73,4,0,0,0
1597528800,SON,311,287,22,0,0,0
1597528800,GTH,326,289,30,0,0,0
1597528800,TH,3496,3200,186,4,2,0
1597528800,IK,154,142,6,0,0,0
1597528800,GRZ,679,621,48,1,1,0
1597528800,UH,92,89,3,0,0,0
1597528800,NDH,72,65,2,0,0,0
1597528800,HBN,89,82,1,0,0,0
1597528800,WAK,101,96,2,0,0,0
1597528800,EF,160,144,2,0,0,0
1597528800,SOK,159,142,12,0,1,0
1597528800,G,271,240,22,0,0,0
1597528800,EIC,163,152,10,0,0,0
1597528800,KYF,56,55,0,0,0,0
1597615200,SOM,47,42,1,0,1,0
1597615200,SLF,73,72,0,0,0,0
1597615200,EA,36,32,4,0,1,0
1597615200,SHK,75,70,3,0,0,0
1597615200,J,165,160,3,0,0,0
1597615200,ABG,79,75,4,0,0,0
1597615200,WE,97,92,0,0,1,0
1597615200,SHL,26,19,2,1,0,0
1597615200,SM,184,164,5,1,0,0
1597615200,AP,83,73,4,0,0,0
1597615200,SON,311,287,22,0,0,0
1597615200,GTH,326,289,30,0,0,0
1597615200,TH,3498,3210,186,2,10,0
1597615200,IK,154,145,6,0,3,0
1597615200,GRZ,679,621,48,0,0,0
1597615200,UH,92,89,3,0,0,0
1597615200,NDH,72,65,2,0,0,0
1597615200,HBN,89,83,1,0,1,0
1597615200,WAK,101,96,2,0,0,0
1597615200,EF,160,145,2,0,1,0
1597615200,SOK,159,143,12,0,1,0
1597615200,G,271,241,22,0,1,0
1597615200,EIC,163,152,10,0,0,0
1597615200,KYF,56,55,0,0,0,0
1597701600,SOM,47,42,1,0,0,0
1597701600,SLF,75,72,0,2,0,0
1597701600,EA,36,32,4,0,0,0
1597701600,SHK,75,70,3,0,0,0
1597701600,J,165,160,3,0,0,0
1597701600,ABG,79,75,4,0,0,0
1597701600,WE,97,92,0,0,0,0
1597701600,SHL,26,19,2,0,0,0
1597701600,SM,186,166,5,2,2,0
1597701600,AP,83,73,4,0,0,0
1597701600,SON,311,287,22,0,0,0
