Datum,Region,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
1592863200,EA,30,26,2,0,0,0
1592863200,SHK,73,69,3,0,0,0
1592863200,J,161,157,3,0,0,0
1592863200,ABG,75,71,4,0,1,0
1592863200,WE,69,69,0,0,0,0
1592863200,SHL,20,18,2,0,0,0
1592863200,SM,148,137,4,1,0,0
1592863200,AP,74,70,4,0,0,0
1592863200,SON,296,250,21,1,2,0
1592863200,GTH,311,277,30,1,1,0
1592863200,TH,3229,2939,178,8,10,0
1592863200,IK,135,129,6,0,0,0
1592863200,GRZ,664,586,48,0,1,0
1592863200,UH,91,84,3,0,0,0
1592863200,NDH,66,61,2,0,0,0
1592863200,HBN,69,54,1,0,1,0
1592863200,WAK,85,77,2,2,2,0
1592863200,EF,139,136,2,0,0,0
1592863200,SOK,149,137,12,0,1,0
1592863200,G,254,231,19,0,1,0
1592863200,EIC,159,148,9,0,0,0
1592863200,KYF,52,45,0,2,0,0
1592949600,SOM,37,36,1,0,0,0
1592949600,SLF,72,71,0,0,0,0
1592949600,EA,30,26,2,0,0,0
1592949600,SHK,73,69,3,0,0,0
1592949600,J,161,157,3,0,0,0
1592949600,ABG,75,71,4,0,0,0
1592949600,WE,69,69,0,0,0,0
1592949600,SHL,20,18,2,0,0,0
1592949600,SM,148,138,4,0,1,0
1592949600,AP,74,70,4,0,0,0
1592949600,SON,296,252,21,0,2,0
1592949600,GTH,311,279,30,0,2,0
1592949600,TH,3231,2953,178,2,14,0
1592949600,IK,135,129,6,0,0,0
1592949600,GRZ,664,591,48,0,5,0
1592949600,UH,91,85,3,0,1,0
1592949600,NDH,66,61,2,0,0,0
1592949600,HBN,70,54,1,1,0,0
1592949600,WAK,86,78,2,1,1,0
1592949600,EF,139,136,2,0,0,0
1592949600,SOK,149,137,12,0,0,0
1592949600,G,254,232,19,0,1,0
1592949600,EIC,159,148,9,0,0,0
1592949600,KYF,52,46,0,0,1,0
1593036000,SOM,37,36,1,0,0,0
1593036000,SLF,72,71,0,0,0,0
1593036000,EA,30,27,2,0,1,0
1593036000,SHK,73,69,3,0,0,0
1593036000,J,161,157,3,0,0,0
1593036000,ABG,75,71,4,0,0,0
1593036000,WE,69,69,0,0,0,0
1593036000,SHL,20,18,2,0,0,0
1593036000,SM,148,138,4,0,0,0
1593036000,AP,74,70,4,0,0,0
1593036000,SON,296,256,21,0,4,0
1593036000,GTH,312,280,30,1,1,0
1593036000,TH,3225,2964,178,-6,11,0
1593036000,IK,135,129,6,0,0,0
1593036000,GRZ,664,598,48,0,7,0
1593036000,UH,91,85,3,0,0,0
1593036000,NDH,66,61,2,0,0,0
1593036000,HBN,70,55,1,0,1,0
1593036000,WAK,79,73,2,-7,-5,0
1593036000,EF,139,136,2,0,0,0
1593036000,SOK,149,137,12,0,0,0
1593036000,G,254,232,19,0,0,0
1593036000,EIC,159,149,9,0,1,0
1593036000,KYF,52,47,0,0,1,0
1593122400,SOM,37,36,1,0,0,0
1593122400,SLF,72,71,0,0,0,0
1593122400,EA,30,27,2,0,0,0
1593122400,SHK,73,69,3,0,0,0
1593122400,J,161,157,3,0,0,0
1593122400,ABG,75,71,4,0,0,0
1593122400,WE,69,69,0,0,0,0
1593122400,SHL,20,18,2,0,0,0
1593122400,SM,150,138,4,2,0,0
1593122400,AP,74,70,4,0,0,0
1593122400,SON,298,257,21,2,1,0
1593122400,GTH,312,281,30,0,1,0
1593122400,TH,3240,2976,178,15,12,0
1593122400,IK,136,130,6,1,1,0
1593122400,GRZ,665,597,48,1,-1,0
1593122400,UH,91,85,3,0,0,0
1593122400,NDH,66,61,2,0,0,0
1593122400,HBN,71,56,1,1,1,0
1593122400,WAK,87,81,2,8,8,0
1593122400,EF,139,136,2,0,0,0
1593122400,SOK,149,137,12,0,0,0
1593122400,G,254,233,19,0,1,0
1593122400,EIC,159,149,9,0,0,0
1593122400,KYF,52,47,0,0,0,0
1593208800,SOM,37,36,1,0,0,0
1593208800,SLF,72,71,0,0,0,0
1593208800,EA,30,27,2,0,0,0
1593208800,SHK,73,69,3,0,0,0
1593208800,J,161,158,3,0,1,0
1593208800,ABG,75,71,4,0,0,0
1593208800,WE,69,69,0,0,0,0
1593208800,SHL,20,18,2,0,0,0
1593208800,SM,150,138,4,0,0,0
1593208800,AP,74,70,4,0,0,0
1593208800,SON,303,262,22,5,5,1
1593208800,GTH,312,281,30,0,0,0
1593208800,TH,3248,2990,181,8,14,3
1593208800,IK,136,130,6,0,0,0
1593208800,GRZ,666,601,48,1,4,0
1593208800,UH,91,85,3,0,0,0
1593208800,NDH,66,62,2,0,1,0
1593208800,HBN,72,57,1,1,1,0
1593208800,WAK,87,83,2,0,2,0
1593208800,EF,139,136,2,0,0,0
1593208800,SOK,149,137,12,0,0,0
1593208800,G,255,231,21,1,-2,2
1593208800,EIC,159,149,9,0,0,0
1593208800,KYF,52,49,0,0,2,0
1593295200,SOM,37,36,1,0,0,0
1593295200,SLF,72,71,0,0,0,0
1593295200,EA,30,27,2,0,0,0
1593295200,SHK,73,69,3,0,0,0
1593295200,J,161,158,3,0,0,0
1593295200,ABG,75,71,4,0,0,0
1593295200,WE,69,69,0,0,0,0
1593295200,SHL,20,18,2,0,0,0
1593295200,SM,151,139,4,1,1,0
1593295200,AP,74,70,4,0,0,0
1593295200,SON,304,263,22,1,1,0
1593295200,GTH,312,281,30,0,0,0
1593295200,TH,3250,2992,181,2,2,0
1593295200,IK,136,130,6,0,0,0
1593295200,GRZ,666,601,48,0,0,0
1593295200,UH,91,85,3,0,0,0
1593295200,NDH,66,62,2,0,0,0
1593295200,HBN,72,57,1,0,0,0
1593295200,WAK,87,83,2,0,0,0
1593295200,EF,139,136,2,0,0,0
1593295200,SOK,149,137,12,0,0,0
1593295200,G,255,231,21,0,0,0
1593295200,EIC,159,149,9,0,0,0
1593295200,KYF,52,49,0,0,0,0
1593381600,SOM,37,36,1,0,0,0
1593381600,SLF,72,71,0,0,0,0
1593381600,EA,30,27,2,0,0,0
1593381600,SHK,73,69,3,0,0,0
1593381600,J,161,158,3,0,0,0
1593381600,ABG,75,71,4,0,0,0
1593381600,WE,69,69,0,0,0,0
1593381600,SHL,20,18,2,0,0,0
1593381600,SM,151,139,4,0,0,0
1593381600,AP,74,70,4,0,0,0
1593381600,SON,304,267,22,0,4,0
1593381600,GTH,312,281,30,0,0,0
1593381600,TH,3250,3000,181,0,8,0
1593381600,IK,136,130,6,0,0,0
1593381600,GRZ,666,602,48,0,1,0
1593381600,UH,91,85,3,0,0,0
1593381600,NDH,66,62,2,0,0,0
1593381600,HBN,72,59,1,0,2,0
1593381600,WAK,87,83,2,0,0,0
1593381600,EF,139,137,2,0,1,0
1593381600,SOK,149,137,12,0,0,0
1593381600,G,255,231,21,0,0,0
1593381600,EIC,159,149,9,0,0,0
1593381600,KYF,52,49,0,0,0,0
1593468000,SOM,37,36,1,0,0,0
1593468000,SLF,72,71,0,0,0,0
1593468000,EA,30,27,2,0,0,0
1593468000,SHK,73,69,3,0,0,0
1593468000,J,161,158,3,0,0,0
1593468000,ABG,76,71,4,1,0,0
1593468000,WE,69,69,0,0,0,0
1593468000,SHL,20,18,2,0,0,0
1593468000,SM,151,142,4,0,3,0
1593468000,AP,74,70,4,0,0,0
1593468000,SON,304,268,22,0,1,0
1593468000,GTH,312,281,30,0,0,0
1593468000,TH,3254,3010,181,4,10,0
1593468000,IK,136,130,6,0,0,0
1593468000,GRZ,667,606,48,1,4,0
1593468000,UH,91,86,3,0,1,0
1593468000,NDH,66,62,2,0,0,0
1593468000,HBN,72,59,1,0,0,0
1593468000,WAK,87,83,2,0,0,0
1593468000,EF,139,137,2,0,0,0
1593468000,SOK,150,137,12,1,0,0
1593468000,G,256,231,21,1,0,0
1593468000,EIC,159,149,9,0,0,0
1593468000,KYF,52,50,0,0,1,0
1593554400,SOM,37,36,1,0,0,0
1593554400,SLF,72,71,0,0,0,0
1593554400,EA,30,28,2,0,1,0
1593554400,SHK,73,69,3,0,0,0
1593554400,J,161,158,3,0,0,0
1593554400,ABG,76,71,4,0,0,0
1593554400,WE,69,69,0,0,0,0
1593554400,SHL,19,17,2,-1,-1,0
1593554400,SM,151,142,4,0,0,0
1593554400,AP,74,70,4,0,0,0
1593554400,SON,304,269,22,0,1,0
1593554400,GTH,312,281,30,0,0,0
1593554400,TH,3253,3020,181,-1,10,0
1593554400,IK,136,130,6,0,0,0
1593554400,GRZ,667,610,48,0,4,0
1593554400,UH,91,88,3,0,2,0
1593554400,NDH,66,62,2,0,0,0
1593554400,HBN,72,61,1,0,2,0
1593554400,WAK,87,84,2,0,1,0
1593554400,EF,139,137,2,0,0,0
1593554400,SOK,150,137,12,0,0,0
1593554400,G,256,231,21,0,0,0
1593554400,EIC,159,149,9,0,0,0
1593554400,KYF,52,50,0,0,0,0
1593640800,SOM,38,36,1,1,0,0
1593640800,SLF,72,71,0,0,0,0
1593640800,EA,30,28,2,0,0,0
1593640800,SHK,73,69,3,0,0,0
1593640800,J,161,158,3,0,0,0
1593640800,ABG,76,71,4,0,0,0
1593640800,WE,69,69,0,0,0,0
1593640800,SHL,20,18,2,1,1,0
1593640800,SM,152,142,4,1,0,0
1593640800,AP,74,70,4,0,0,0
1593640800,SON,304,271,22,0,2,0
1593640800,GTH,312,281,30,0,0,0
1593640800,TH,3259,3026,181,6,6,0
1593640800,IK,136,130,6,0,0,0
1593640800,GRZ,669,611,48,2,1,0
1593640800,UH,91,88,3,0,0,0
1593640800,NDH,66,62,2,0,0,0
1593640800,HBN,72,62,1,0,1,0
1593640800,WAK,87,84,2,0,0,0
1593640800,EF,139,137,2,0,0,0
1593640800,SOK,150,137,12,0,0,0
1593640800,G,257,232,21,1,1,0
1593640800,EIC,159,149,9,0,0,0
1593640800,KYF,52,50,0,0,0,0
1593727200,SOM,38,36,1,0,0,0
1593727200,SLF,72,71,0,0,0,0
1593727200,EA,30,28,2,0,0,0
1593727200,SHK,73,69,3,0,0,0
1593727200,J,161,158,3,0,0,0
1593727200,ABG,76,71,4,0,0,0
1593727200,WE,69,69,0,0,0,0
1593727200,SHL,21,18,2,1,0,0
1593727200,SM,152,143,4,0,1,0
1593727200,AP,74,70,4,0,0,0
1593727200,SON,304,272,22,0,1,0
1593727200,GTH,312,281,30,0,0,0
1593727200,TH,3265,3035,181,6,9,0
1593727200,IK,136,130,6,0,0,0
1593727200,GRZ,668,614,48,-1,3,0
1593727200,UH,92,88,3,1,0,0
1593727200,NDH,66,63,2,0,1,0
1593727200,HBN,74,63,1,2,1,0
1593727200,WAK,87,84,2,0,0,0
1593727200,EF,140,137,2,1,0,0
1593727200,SOK,150,137,12,0,0,0
1593727200,G,257,233,21,0,1,0
1593727200,EIC,161,150,9,2,1,0
1593727200,KYF,52,50,0,0,0,0
1593813600,SOM,38,36,1,0,0,0
1593813600,SLF,72,71,0,0,0,0
1593813600,EA,30,28,2,0,0,0
1593813600,SHK,73,69,3,0,0,0
1593813600,J,161,158,3,0,0,0
1593813600,ABG,76,71,4,0,0,0
1593813600,WE,69,69,0,0,0,0
1593813600,SHL,21,18,2,0,0,0
1593813600,SM,153,143,4,1,0,0
1593813600,AP,74,70,4,0,0,0
1593813600,SON,304,274,22,0,2,0
1593813600,GTH,313,281,30,1,0,0
1593813600,TH,3267,3036,181,2,1,0
1593813600,IK,136,130,6,0,0,0
1593813600,GRZ,668,613,48,0,-1,0
1593813600,UH,92,88,3,0,0,0
1593813600,NDH,66,63,2,0,0,0
1593813600,HBN,74,63,1,0,0,0
1593813600,WAK,87,84,2,0,0,0
1593813600,EF,140,137,2,0,0,0
1593813600,SOK,150,137,12,0,0,0
1593813600,G,257,233,21,0,0,0
1593813600,EIC,161,150,9,0,0,0
1593813600,KYF,52,50,0,0,0,0
1593900000,SOM,38,36,1,0,0,0
1593900000,SLF,72,71,0,0,0,0
1593900000,EA,30,28,2,0,0,0
1593900000,SHK,73,69,3,0,0,0
1593900000,J,161,158,3,0,0,0
1593900000,ABG,76,71,4,0,0,0
1593900000,WE,69,69,0,0,0,0
1593900000,SHL,21,18,2,0,0,0
1593900000,SM,153,144,4,0,1,0
1593900000,AP,74,70,4,0,0,0
1593900000,SON,304,274,22,0,0,0
1593900000,GTH,313,281,30,0,0,0
1593900000,TH,3270,3039,181,3,3,0
1593900000,IK,136,130,6,0,0,0
1593900000,GRZ,668,613,48,0,0,0
1593900000,UH,92,89,3,0,1,0
1593900000,NDH,66,63,2,0,0,0
1593900000,HBN,77,63,1,3,0,0
1593900000,WAK,87,84,2,0,0,0
1593900000,EF,140,137,2,0,0,0
1593900000,SOK,150,138,12,0,1,0
1593900000,G,257,233,21,0,0,0
1593900000,EIC,161,150,9,0,0,0
1593900000,KYF,52,50,0,0,0,0
1593986400,SOM,38,36,1,0,0,0
1593986400,SLF,72,71,0,0,0,0
1593986400,EA,30,28,2,0,0,0
1593986400,SHK,73,69,3,0,0,0
1593986400,J,161,158,3,0,0,0
1593986400,ABG,76,71,4,0,0,0
1593986400,WE,69,69,0,0,0,0
1593986400,SHL,21,18,2,0,0,0
1593986400,SM,153,145,4,0,1,0
1593986400,AP,74,70,4,0,0,0
1593986400,SON,304,274,22,0,0,0
1593986400,GTH,315,281,30,2,0,0
1593986400,TH,3272,3044,181,2,5,0
1593986400,IK,136,130,6,0,0,0
1593986400,GRZ,668,614,48,0,1,0
1593986400,UH,92,89,3,0,0,0
1593986400,NDH,66,64,2,0,1,0
1593986400,HBN,77,63,1,0,0,0
1593986400,WAK,87,84,2,0,0,0
1593986400,EF,140,137,2,0,0,0
1593986400,SOK,150,138,12,0,0,0
1593986400,G,257,233,21,0,0,0
1593986400,EIC,161,150,9,0,0,0
1593986400,KYF,52,52,0,0,2,0
1594072800,SOM,38,36,1,0,0,0
1594072800,SLF,72,71,0,0,0,0
1594072800,EA,30,28,2,0,0,0
1594072800,SHK,73,69,3,0,0,0
1594072800,J,161,158,3,0,0,0
1594072800,ABG,76,71,4,0,0,0
1594072800,WE,69,69,0,0,0,0
1594072800,SHL,21,18,2,0,0,0
1594072800,SM,156,145,4,3,0,0
1594072800,AP,74,70,4,0,0,0
1594072800,SON,304,275,22,0,1,0
1594072800,GTH,315,281,30,0,0,0
1594072800,TH,3277,3048,181,5,4,0
1594072800,IK,136,130,6,0,0,0
1594072800,GRZ,668,615,48,0,1,0
1594072800,UH,92,89,3,0,0,0
1594072800,NDH,66,64,2,0,0,0
1594072800,HBN,77,63,1,0,0,0
1594072800,WAK,87,84,2,0,0,0
1594072800,EF,140,137,2,0,0,0
1594072800,SOK,150,138,12,0,0,0
1594072800,G,259,235,21,2,2,0
1594072800,EIC,161,150,9,0,0,0
1594072800,KYF,52,52,0,0,0,0
1594159200,SOM,38,36,1,0,0,0
1594159200,SLF,72,71,0,0,0,0
1594159200,EA,30,28,2,0,0,0
1594159200,SHK,73,70,3,0,1,0
1594159200,J,161,158,3,0,0,0
1594159200,ABG,76,71,4,0,0,0
1594159200,WE,69,69,0,0,0,0
1594159200,SHL,21,18,2,0,0,0
1594159200,SM,158,145,4,2,0,0
1594159200,AP,75,70,4,1,0,0
1594159200,SON,304,276,22,0,1,0
1594159200,GTH,315,281,30,0,0,0
1594159200,TH,3283,3050,182,6,2,1
1594159200,IK,136,130,6,0,0,0
1594159200,GRZ,668,615,48,0,0,0
1594159200,UH,92,89,3,0,0,0
1594159200,NDH,66,64,2,0,0,0
1594159200,HBN,78,64,1,1,1,0
1594159200,WAK,88,84,2,1,0,0
1594159200,EF,140,137,2,0,0,0
1594159200,SOK,150,138,12,0,0,0
1594159200,G,259,234,22,0,-1,1
1594159200,EIC,162,150,9,1,0,0
1594159200,KYF,52,52,0,0,0,0
1594245600,SOM,38,36,1,0,0,0
1594245600,SLF,72,71,0,0,0,0
1594245600,EA,30,28,2,0,0,0
1594245600,SHK,73,70,3,0,0,0
1594245600,J,161,158,3,0,0,0
1594245600,ABG,76,72,4,0,1,0
1594245600,WE,69,69,0,0,0,0
1594245600,SHL,21,18,2,0,0,0
1594245600,SM,159,145,4,1,0,0
1594245600,AP,75,70,4,0,0,0
1594245600,SON,304,276,22,0,0,0
1594245600,GTH,315,281,30,0,0,0
1594245600,TH,3286,3051,182,3,1,0
1594245600,IK,137,130,6,1,0,0
1594245600,GRZ,668,615,48,0,0,0
1594245600,UH,92,89,3,0,0,0
1594245600,NDH,66,64,2,0,0,0
1594245600,HBN,79,64,1,1,0,0
1594245600,WAK,88,84,2,0,0,0
1594245600,EF,140,137,2,0,0,0
1594245600,SOK,150,138,12,0,0,0
1594245600,G,259,234,22,0,0,0
1594245600,EIC,162,150,9,0,0,0
1594245600,KYF,52,52,0,0,0,0
1594332000,SOM,38,36,1,0,0,0
1594332000,SLF,72,71,0,0,0,0
1594332000,EA,30,28,2,0,0,0
1594332000,SHK,73,70,3,0,0,0
1594332000,J,161,158,3,0,0,0
1594332000,ABG,76,72,4,0,0,0
1594332000,WE,69,69,0,0,0,0
1594332000,SHL,21,18,2,0,0,0
1594332000,SM,159,146,4,0,1,0
1594332000,AP,75,70,4,0,0,0
1594332000,SON,306,277,22,2,1,0
1594332000,GTH,315,282,30,0,1,0
1594332000,TH,3288,3056,182,2,5,0
1594332000,IK,137,130,6,0,0,0
1594332000,GRZ,668,616,48,0,1,0
1594332000,UH,92,89,3,0,0,0
1594332000,NDH,66,64,2,0,0,0
1594332000,HBN,79,64,1,0,0,0
1594332000,WAK,88,85,2,0,1,0
1594332000,EF,140,137,2,0,0,0
1594332000,SOK,150,138,12,0,0,0
1594332000,G,259,234,22,0,0,0
1594332000,EIC,162,150,9,0,0,0
1594332000,KYF,52,52,0,0,0,0
1594418400,SOM,38,36,1,0,0,0
1594418400,SLF,72,71,0,0,0,0
1594418400,EA,30,28,2,0,0,0
1594418400,SHK,73,70,3,0,0,0
1594418400,J,161,158,3,0,0,0
1594418400,ABG,76,72,4,0,0,0
1594418400,WE,69,69,0,0,0,0
1594418400,SHL,21,18,2,0,0,0
1594418400,SM,159,147,4,0,1,0
1594418400,AP,75,70,4,0,0,0
1594418400,SON,306,278,22,0,1,0
1594418400,GTH,315,282,30,0,0,0
1594418400,TH,3289,3060,182,1,4,0
1594418400,IK,137,130,6,0,0,0
1594418400,GRZ,668,616,48,0,0,0
1594418400,UH,92,89,3,0,0,0
1594418400,NDH,66,64,2,0,0,0
1594418400,HBN,80,65,1,1,1,0
1594418400,WAK,88,85,2,0,0,0
1594418400,EF,140,137,2,0,0,0
1594418400,SOK,150,138,12,0,0,0
1594418400,G,259,234,22,0,0,0
1594418400,EIC,162,151,9,0,1,0
1594418400,KYF,52,52,0,0,0,0
1594504800,SOM,39,36,1,1,0,0
1594504800,SLF,72,71,0,0,0,0
1594504800,EA,30,28,2,0,0,0
1594504800,SHK,73,70,3,0,0,0
1594504800,J,161,158,3,0,0,0
1594504800,ABG,76,72,4,0,0,0
1594504800,WE,69,69,0,0,0,0
1594504800,SHL,21,18,2,0,0,0
1594504800,SM,159,147,4,0,0,0
1594504800,AP,75,70,4,0,0,0
1594504800,SON,306,280,22,0,2,0
1594504800,GTH,315,283,30,0,1,0
1594504800,TH,3291,3064,182,2,4,0
1594504800,IK,137,130,6,0,0,0
1594504800,GRZ,668,616,48,0,0,0
1594504800,UH,92,89,3,0,0,0
1594504800,NDH,66,64,2,0,0,0
1594504800,HBN,81,66,1,1,1,0
1594504800,WAK,88,85,2,0,0,0
1594504800,EF,140,137,2,0,0,0
1594504800,SOK,150,138,12,0,0,0
1594504800,G,259,234,22,0,0,0
1594504800,EIC,162,151,9,0,0,0
1594504800,KYF,52,52,0,0,0,0
1594591200,SOM,39,36,1,0,0,0
1594591200,SLF,72,71,0,0,0,0
1594591200,EA,30,28,2,0,0,0
1594591200,SHK,73,70,3,0,0,0
1594591200,J,162,158,3,1,0,0
1594591200,ABG,76,72,4,0,0,0
1594591200,WE,69,69,0,0,0,0
1594591200,SHL,21,18,2,0,0,0
1594591200,SM,159,147,4,0,0,0
1594591200,AP,75,70,4,0,0,0
1594591200,SON,306,280,22,0,0,0
1594591200,GTH,315,283,30,0,0,0
1594591200,TH,3292,3065,182,1,1,0
1594591200,IK,137,130,6,0,0,0
1594591200,GRZ,668,616,48,0,0,0
1594591200,UH,92,89,3,0,0,0
1594591200,NDH,66,64,2,0,0,0
1594591200,HBN,81,66,1,0,0,0
1594591200,WAK,88,85,2,0,0,0
1594591200,EF,140,138,2,0,1,0
1594591200,SOK,150,138,12,0,0,0
1594591200,G,259,234,22,0,0,0
1594591200,EIC,162,151,9,0,0,0
1594591200,KYF,52,52,0,0,0,0
1594677600,SOM,39,36,1,0,0,0
1594677600,SLF,72,71,0,0,0,0
1594677600,EA,30,28,2,0,0,0
1594677600,SHK,73,70,3,0,0,0
1594677600,J,163,158,3,1,0,0
1594677600,ABG,76,72,4,0,0,0
1594677600,WE,69,69,0,0,0,0
1594677600,SHL,21,19,2,0,1,0
1594677600,SM,160,147,4,1,0,0
1594677600,AP,75,70,4,0,0,0
1594677600,SON,306,280,22,0,0,0
1594677600,GTH,315,283,30,0,0,0
1594677600,TH,3295,3070,182,3,5,0
1594677600,IK,137,130,6,0,0,0
1594677600,GRZ,668,618,48,0,2,0
1594677600,UH,92,89,3,0,0,0
1594677600,NDH,66,64,2,0,0,0
1594677600,HBN,82,67,1,1,1,0
1594677600,WAK,88,85,2,0,0,0
1594677600,EF,140,138,2,0,0,0
1594677600,SOK,150,138,12,0,0,0
1594677600,G,259,234,22,0,0,0
1594677600,EIC,162,152,9,0,1,0
1594677600,KYF,52,52,0,0,0,0
1594764000,SOM,40,36,1,1,0,0
1594764000,SLF,72,71,0,0,0,0
1594764000,EA,31,28,2,1,0,0
1594764000,SHK,73,70,3,0,0,0
1594764000,J,163,158,3,0,0,0
1594764000,ABG,77,72,4,1,0,0
1594764000,WE,69,69,0,0,0,0
1594764000,SHL,21,19,2,0,0,0
1594764000,SM,161,148,4,1,1,0
1594764000,AP,75,70,4,0,0,0
1594764000,SON,306,280,22,0,0,0
1594764000,GTH,316,283,30,1,0,0
1594764000,TH,3301,3074,182,6,4,0
1594764000,IK,137,130,6,0,0,0
1594764000,GRZ,668,618,48,0,0,0
1594764000,UH,92,89,3,0,0,0
1594764000,NDH,66,64,2,0,0,0
1594764000,HBN,82,68,1,0,1,0
1594764000,WAK,89,85,2,1,0,0
1594764000,EF,140,138,2,0,0,0
1594764000,SOK,150,138,12,0,0,0
1594764000,G,259,235,22,0,1,0
1594764000,EIC,162,153,9,0,1,0
1594764000,KYF,52,52,0,0,0,0
1594850400,SOM,40,36,1,0,0,0
1594850400,SLF,72,71,0,0,0,0
1594850400,EA,31,28,2,0,0,0
1594850400,SHK,73,70,3,0,0,0
1594850400,J,163,158,3,0,0,0
1594850400,ABG,79,72,4,2,0,0
1594850400,WE,72,69,0,3,0,0
1594850400,SHL,21,19,2,0,0,0
1594850400,SM,161,148,4,0,0,0
1594850400,AP,77,70,4,2,0,0
1594850400,SON,306,280,22,0,0,0
1594850400,GTH,317,283,30,1,0,0
1594850400,TH,3310,3077,182,9,3,0
1594850400,IK,137,130,6,0,0,0
1594850400,GRZ,668,618,48,0,0,0
1594850400,UH,92,89,3,0,0,0
1594850400,NDH,66,64,2,0,0,0
1594850400,HBN,83,71,1,1,3,0
1594850400,WAK,89,85,2,0,0,0
1594850400,EF,140,138,2,0,0,0
1594850400,SOK,150,138,12,0,0,0
1594850400,G,259,235,22,0,0,0
1594850400,EIC,162,153,9,0,0,0
1594850400,KYF,52,52,0,0,0,0
1594936800,SOM,41,36,1,1,0,0
1594936800,SLF,72,71,0,0,0,0
1594936800,EA,31,28,2,0,0,0
1594936800,SHK,73,70,3,0,0,0
1594936800,J,163,158,3,0,0,0
1594936800,ABG,79,72,4,0,0,0
1594936800,WE,72,69,0,0,0,0
1594936800,SHL,21,19,2,0,0,0
1594936800,SM,161,148,4,0,0,0
1594936800,AP,77,70,4,0,0,0
1594936800,SON,306,280,22,0,0,0
1594936800,GTH,317,283,30,0,0,0
1594936800,TH,3315,3079,182,5,2,0
1594936800,IK,140,130,6,3,0,0
1594936800,GRZ,668,619,48,0,1,0
1594936800,UH,92,89,3,0,0,0
1594936800,NDH,66,64,2,0,0,0
1594936800,HBN,83,71,1,0,0,0
1594936800,WAK,90,85,2,1,0,0
1594936800,EF,140,138,2,0,0,0
1594936800,SOK,150,138,12,0,0,0
1594936800,G,259,236,22,0,1,0
1594936800,EIC,162,153,9,0,0,0
1594936800,KYF,52,52,0,0,0,0
1595023200,SOM,41,36,1,0,0,0
1595023200,SLF,72,71,0,0,0,0
1595023200,EA,31,28,2,0,0,0
1595023200,SHK,73,70,3,0,0,0
1595023200,J,163,158,3,0,0,0
1595023200,ABG,79,73,4,0,1,0
1595023200,WE,72,69,0,0,0,0
1595023200,SHL,21,19,2,0,0,0
1595023200,SM,161,149,4,0,1,0
1595023200,AP,77,71,4,0,1,0
1595023200,SON,306,281,22,0,1,0
1595023200,GTH,318,283,30,1,0,0
1595023200,TH,3320,3084,182,5,5,0
1595023200,IK,143,130,6,3,0,0
1595023200,GRZ,668,619,48,0,0,0
1595023200,UH,92,89,3,0,0,0
1595023200,NDH,67,64,2,1,0,0
1595023200,HBN,83,72,1,0,1,0
1595023200,WAK,90,85,2,0,0,0
1595023200,EF,140,138,2,0,0,0
1595023200,SOK,150,138,12,0,0,0
1595023200,G,259,236,22,0,0,0
1595023200,EIC,162,153,9,0,0,0
1595023200,KYF,52,52,0,0,0,0
1595109600,SOM,41,37,1,0,1,0
1595109600,SLF,72,71,0,0,0,0
1595109600,EA,31,28,2,0,0,0
1595109600,SHK,73,70,3,0,0,0
1595109600,J,163,158,3,0,0,0
1595109600,ABG,79,73,4,0,0,0
1595109600,WE,72,69,0,0,0,0
1595109600,SHL,21,19,2,0,0,0
1595109600,SM,161,149,4,0,0,0
1595109600,AP,77,71,4,0,0,0
1595109600,SON,306,282,22,0,1,0
1595109600,GTH,318,284,30,0,1,0
1595109600,TH,3321,3088,182,1,4,0
1595109600,IK,143,131,6,0,1,0
1595109600,GRZ,668,619,48,0,0,0
1595109600,UH,92,89,3,0,0,0
1595109600,NDH,67,64,2,0,0,0
1595109600,HBN,83,72,1,0,0,0
1595109600,WAK,90,85,2,0,0,0
1595109600,EF,140,138,2,0,0,0
1595109600,SOK,150,138,12,0,0,0
1595109600,G,260,236,22,1,0,0
1595109600,EIC,162,153,9,0,0,0
1595109600,KYF,52,52,0,0,0,0
1595196000,SOM,41,37,1,0,0,0
1595196000,SLF,72,72,0,0,1,0
1595196000,EA,31,28,2,0,0,0
1595196000,SHK,73,70,3,0,0,0
1595196000,J,163,158,3,0,0,0
1595196000,ABG,79,73,4,0,0,0
1595196000,WE,72,69,0,0,0,0
1595196000,SHL,21,19,2,0,0,0
1595196000,SM,161,151,4,0,2,0
1595196000,AP,77,71,4,0,0,0
1595196000,SON,306,282,22,0,0,0
1595196000,GTH,318,284,30,0,0,0
1595196000,TH,3321,3093,182,0,5,0
1595196000,IK,143,131,6,0,0,0
1595196000,GRZ,668,619,48,0,0,0
1595196000,UH,92,89,3,0,0,0
1595196000,NDH,67,64,2,0,0,0
1595196000,HBN,83,72,1,0,0,0
1595196000,WAK,90,86,2,0,1,0
1595196000,EF,140,138,2,0,0,0
1595196000,SOK,150,138,12,0,0,0
1595196000,G,260,237,22,0,1,0
1595196000,EIC,162,153,9,0,0,0
1595196000,KYF,52,52,0,0,0,0
1595282400,SOM,41,38,1,0,1,0
1595282400,SLF,72,72,0,0,0,0
1595282400,EA,31,28,2,0,0,0
1595282400,SHK,73,70,3,0,0,0
1595282400,J,163,158,3,0,0,0
1595282400,ABG,79,73,4,0,0,0
