Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1679702400,40543,39862,536,0,2,0
AP,1679702400,32691,32433,153,0,0,0
EA,1679702400,0,0,0,0,0,0
EF,1679702400,81137,80167,628,0,8,0
EIC,1679702400,47371,46835,387,0,2,0
G,1679702400,36911,36441,411,0,0,0
GRZ,1679702400,39561,38987,450,0,1,0
GTH,1679702400,53138,52647,382,0,1,0
HBN,1679702400,28337,27788,443,0,0,0
IK,1679702400,48690,48133,461,0,3,0
J,1679702400,47399,46973,185,0,0,0
KYF,1679702400,26960,26618,276,0,0,0
NDH,1679702400,29238,29036,113,0,2,0
SHK,1679702400,38009,37634,262,0,22,0
SHL,1679702400,12920,12673,212,0,1,0
SLF,1679702400,42179,41461,603,0,1,0
SM,1679702400,57148,56304,768,0,3,0
SOK,1679702400,34596,34113,356,0,1,0
SOM,1679702400,27783,27463,271,0,1,0
SON,1679702400,24745,24346,311,0,0,0
UH,1679702400,43993,43481,454,0,1,0
WAK,1679702400,65112,64222,471,0,1,0
WE,1679702400,27617,27332,199,0,2,0
TH,1679702400,886078,874949,8332,0,52,0
