Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1643068800,14467,13251,387,130,69,0
AP,1643068800,11454,10590,118,99,33,0
EA,1643068800,0,0,0,0,0,0
EF,1643068800,26306,24883,405,210,137,0
EIC,1643068800,12052,11240,301,12,15,0
G,1643068800,12781,12111,321,45,37,0
GRZ,1643068800,16593,15022,300,43,71,0
GTH,1643068800,21632,20420,314,112,24,0
HBN,1643068800,13012,11897,372,51,108,5
IK,1643068800,17363,16214,396,60,13,0
J,1643068800,11989,10497,123,106,61,0
KYF,1643068800,9742,9156,211,45,28,3
NDH,1643068800,8005,7496,93,93,26,0
SHK,1643068800,12546,11606,188,74,94,0
SHL,1643068800,5059,4618,164,3,26,1
SLF,1643068800,17211,16191,459,69,31,0
SM,1643068800,22249,21057,547,158,32,6
SOK,1643068800,14865,14028,286,53,42,1
SOM,1643068800,10328,9457,204,60,109,1
SON,1643068800,10374,9776,266,25,27,0
UH,1643068800,14953,13952,372,147,87,0
WAK,1643068800,22183,20403,414,220,50,0
WE,1643068800,7645,6785,131,76,35,0
TH,1643068800,312809,290650,6372,1891,1155,17
