Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1666742400,38124,35631,492,167,45,0
AP,1666742400,31560,30105,140,58,61,0
EA,1666742400,0,0,0,0,0,0
EF,1666742400,76755,74158,555,149,103,0
EIC,1666742400,45124,43861,365,79,88,1
G,1666742400,34896,33735,384,83,85,2
GRZ,1666742400,38061,36755,400,109,47,0
GTH,1666742400,50999,49829,367,58,109,0
HBN,1666742400,27469,25715,430,36,26,0
IK,1666742400,46486,44880,444,93,132,0
J,1666742400,44870,42513,170,82,124,1
KYF,1666742400,25949,24688,254,27,38,1
NDH,1666742400,27693,26733,106,35,35,0
SHK,1666742400,36035,33892,239,79,91,0
SHL,1666742400,12374,11921,194,12,31,1
SLF,1666742400,40726,39418,577,85,77,0
SM,1666742400,54369,52320,717,75,150,0
SOK,1666742400,33406,31942,345,49,26,0
SOM,1666742400,26596,25760,250,139,74,0
SON,1666742400,23638,22297,297,0,41,0
UH,1666742400,42479,41282,425,103,88,0
WAK,1666742400,62102,59715,456,97,223,1
WE,1666742400,26467,25705,176,38,90,0
TH,1666742400,846178,812855,7783,1653,1784,7
