Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1674518400,40171,39448,526,6,25,0
AP,1674518400,32456,32201,150,6,23,0
EA,1674518400,0,0,0,0,0,0
EF,1674518400,80080,79332,611,20,8,0
EIC,1674518400,46744,46248,382,12,11,0
G,1674518400,36674,36216,409,4,3,0
GRZ,1674518400,39297,38780,445,2,7,0
GTH,1674518400,52667,52179,378,8,9,0
HBN,1674518400,28138,27630,443,0,2,0
IK,1674518400,48280,47762,455,6,28,0
J,1674518400,46864,46375,176,17,31,0
KYF,1674518400,26818,26370,272,5,23,0
NDH,1674518400,28917,28614,111,15,22,0
SHK,1674518400,37520,37044,256,12,14,0
SHL,1674518400,12829,12611,208,0,-1,0
SLF,1674518400,41823,41155,592,4,11,2
SM,1674518400,56505,55655,757,27,7,4
SOK,1674518400,34328,33900,348,3,17,0
SOM,1674518400,27580,27258,266,3,11,0
SON,1674518400,24455,24048,305,1,6,0
UH,1674518400,43804,43283,448,4,6,0
WAK,1674518400,64184,63553,468,3,26,0
WE,1674518400,27337,27109,193,1,5,0
TH,1674518400,877471,866771,8199,159,294,6
