Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1607385600,1430,761,16,34,15,0
AP,1607385600,618,531,8,13,8,0
EA,1607385600,174,131,5,0,1,0
EF,1607385600,1738,1371,31,59,26,0
EIC,1607385600,1115,813,25,15,25,0
G,1607385600,1089,764,36,11,12,2
GRZ,1607385600,1516,1132,53,29,17,0
GTH,1607385600,1031,814,42,15,11,0
HBN,1607385600,1480,785,25,59,43,2
IK,1607385600,1040,818,13,34,27,2
J,1607385600,911,751,12,14,16,0
KYF,1607385600,644,428,13,22,17,3
NDH,1607385600,505,341,10,22,9,1
SHK,1607385600,759,554,17,15,5,1
SHL,1607385600,255,152,6,18,7,3
SLF,1607385600,1083,634,22,83,29,0
SM,1607385600,1362,1078,29,29,32,1
SOK,1607385600,1010,609,14,35,32,0
SOM,1607385600,714,521,13,18,13,0
SON,1607385600,1112,737,44,12,56,0
UH,1607385600,1157,766,26,38,20,0
WAK,1607385600,774,483,6,0,19,0
WE,1607385600,504,441,1,8,9,0
TH,1607385600,22021,15415,467,583,449,15
