Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1627344000,6913,6613,293,0,0,0
AP,1627344000,4120,4041,77,1,1,0
EA,1627344000,1961,1883,77,0,-1,1
EF,1627344000,8646,8355,273,2,0,0
EIC,1627344000,6251,5998,250,0,0,0
G,1627344000,5722,5505,203,3,2,0
GRZ,1627344000,7879,7609,238,2,0,0
GTH,1627344000,8704,8473,205,0,1,0
HBN,1627344000,5418,5154,248,1,5,0
IK,1627344000,6518,6299,218,0,0,0
J,1627344000,4343,4254,84,0,-1,1
KYF,1627344000,3684,3539,145,0,0,0
NDH,1627344000,2943,2869,70,1,0,0
SHK,1627344000,4758,4612,127,5,0,0
SHL,1627344000,2182,2063,113,0,0,0
SLF,1627344000,6785,6495,288,0,0,0
SM,1627344000,10041,9641,371,1,0,0
SOK,1627344000,6504,6317,183,10,7,1
SOM,1627344000,4166,4029,136,0,0,0
SON,1627344000,4256,4082,163,2,0,0
UH,1627344000,6427,6162,264,0,0,0
WAK,1627344000,8316,8060,250,1,0,0
WE,1627344000,2622,2516,103,1,0,0
TH,1627344000,129159,124569,4379,30,14,3
