Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1668038400,38693,36871,494,45,91,1
AP,1668038400,31830,30957,143,10,39,0
EA,1668038400,0,0,0,0,0,0
EF,1668038400,77662,76153,561,47,32,5
EIC,1668038400,45565,44736,367,17,35,1
G,1668038400,35401,34597,384,32,40,0
GRZ,1668038400,38399,37422,419,21,26,1
GTH,1668038400,51470,50790,372,16,51,0
HBN,1668038400,27706,26624,435,19,44,0
IK,1668038400,47015,46127,445,37,61,0
J,1668038400,45341,43888,173,47,92,0
KYF,1668038400,26224,25299,256,15,32,0
NDH,1668038400,27968,27376,107,17,55,0
SHK,1668038400,36398,35113,241,21,106,0
SHL,1668038400,12510,12190,196,12,15,0
SLF,1668038400,41042,40168,580,17,16,0
SM,1668038400,54974,53713,729,25,71,2
SOK,1668038400,33676,32706,344,9,45,0
SOM,1668038400,26899,26418,255,21,33,0
SON,1668038400,23926,22982,299,9,55,0
UH,1668038400,42894,42176,425,20,47,0
WAK,1668038400,62847,61596,459,31,35,1
WE,1668038400,26812,26331,180,22,32,1
TH,1668038400,855252,834233,7864,510,1053,12
