Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1630886400,7082,6711,293,2,0,0
AP,1630886400,4187,4064,78,0,10,0
EA,1630886400,1982,1903,78,0,0,0
EF,1630886400,8921,8518,273,28,14,0
EIC,1630886400,6336,6038,250,0,3,0
G,1630886400,5842,5593,205,13,5,0
GRZ,1630886400,7930,7669,240,3,1,0
GTH,1630886400,8821,8562,206,0,5,0
HBN,1630886400,5500,5203,250,6,5,0
IK,1630886400,6630,6359,218,12,9,0
J,1630886400,4449,4287,84,5,3,0
KYF,1630886400,3717,3555,145,2,3,0
NDH,1630886400,2993,2907,70,2,2,0
SHK,1630886400,4809,4642,131,0,0,0
SHL,1630886400,2223,2084,113,0,0,0
SLF,1630886400,6852,6529,289,2,7,0
SM,1630886400,10165,9748,372,5,6,0
SOK,1630886400,6550,6323,184,1,1,0
SOM,1630886400,4218,4045,136,9,2,0
SON,1630886400,4345,4107,164,5,4,0
UH,1630886400,6458,6173,264,7,0,0
WAK,1630886400,8498,8154,250,6,17,0
WE,1630886400,2673,2527,104,5,0,0
TH,1630886400,131181,125701,4397,113,97,0
