Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1663113600,35344,34156,483,39,43,0
AP,1663113600,29761,29179,136,41,13,0
EA,1663113600,0,0,0,0,0,0
EF,1663113600,71662,70420,548,68,71,0
EIC,1663113600,42553,41814,358,52,24,0
G,1663113600,32545,31877,373,0,20,0
GRZ,1663113600,36140,35395,384,83,24,1
GTH,1663113600,47613,46793,352,84,21,0
HBN,1663113600,25729,25095,424,29,24,0
IK,1663113600,43059,42017,436,96,37,1
J,1663113600,41795,40645,159,53,47,0
KYF,1663113600,24559,23877,245,25,38,0
NDH,1663113600,26299,25751,105,27,26,0
SHK,1663113600,33401,32681,229,28,25,0
SHL,1663113600,11494,11212,187,18,8,0
SLF,1663113600,38384,37455,561,61,37,0
SM,1663113600,49798,48550,697,84,49,0
SOK,1663113600,31784,31209,339,27,11,0
SOM,1663113600,25053,24654,248,21,12,0
SON,1663113600,22181,21440,291,29,27,0
UH,1663113600,39658,38454,419,123,37,0
WAK,1663113600,57463,56356,454,113,36,1
WE,1663113600,24773,24332,170,10,28,0
TH,1663113600,791048,773362,7598,1111,658,3
