Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1589760000,60,49,3,1,0,0
AP,1589760000,73,67,4,0,0,0
EA,1589760000,28,18,2,1,1,0
EF,1589760000,136,131,2,0,0,0
EIC,1589760000,140,119,8,0,1,1
G,1589760000,202,157,9,6,6,0
GRZ,1589760000,581,456,44,0,18,1
GTH,1589760000,274,220,26,0,1,2
HBN,1589760000,32,27,1,0,1,0
IK,1589760000,129,122,4,0,1,0
J,1589760000,159,155,3,0,0,0
KYF,1589760000,45,41,0,0,0,0
NDH,1589760000,61,59,1,0,0,0
SHK,1589760000,68,53,3,0,0,1
SHL,1589760000,15,11,2,0,0,0
SLF,1589760000,69,64,0,0,0,0
SM,1589760000,119,99,3,0,1,0
SOK,1589760000,140,118,12,0,2,0
SOM,1589760000,37,36,1,0,0,0
SON,1589760000,181,111,14,1,2,2
UH,1589760000,77,73,3,-1,1,1
WAK,1589760000,59,41,2,2,0,0
WE,1589760000,65,63,0,0,0,0
TH,1589760000,2750,2290,147,10,35,8
