Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1632096000,7155,6757,293,1,4,0
AP,1632096000,4275,4108,78,1,10,0
EA,1632096000,1978,1900,78,0,1,0
EF,1632096000,9183,8751,274,0,50,0
EIC,1632096000,6417,6109,250,0,6,0
G,1632096000,5946,5664,205,0,7,0
GRZ,1632096000,7997,7689,240,0,1,0
GTH,1632096000,9002,8672,206,4,15,0
HBN,1632096000,5593,5280,251,0,1,0
IK,1632096000,6749,6447,218,2,6,0
J,1632096000,4576,4320,84,0,6,0
KYF,1632096000,3758,3584,145,0,2,0
NDH,1632096000,3044,2945,70,1,7,0
SHK,1632096000,4888,4669,131,2,2,0
SHL,1632096000,2257,2117,113,0,4,0
SLF,1632096000,6954,6580,289,0,3,0
SM,1632096000,10288,9823,372,0,4,0
SOK,1632096000,6590,6352,185,0,5,0
SOM,1632096000,4290,4073,136,0,3,0
SON,1632096000,4428,4135,164,0,1,0
UH,1632096000,6583,6204,264,1,7,0
WAK,1632096000,8674,8281,250,3,17,0
WE,1632096000,2753,2550,104,6,1,0
TH,1632096000,133378,127010,4400,21,163,0
