Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1627257600,6913,6613,293,0,3,0
AP,1627257600,4119,4040,77,0,0,0
EA,1627257600,1961,1884,76,0,0,0
EF,1627257600,8644,8355,273,5,0,0
EIC,1627257600,6251,5998,250,0,0,0
G,1627257600,5719,5503,203,2,0,0
GRZ,1627257600,7877,7609,238,3,-7,8
GTH,1627257600,8704,8472,205,0,0,0
HBN,1627257600,5417,5149,248,1,1,0
IK,1627257600,6518,6299,218,2,2,0
J,1627257600,4343,4255,83,0,0,0
KYF,1627257600,3684,3539,145,0,0,1
NDH,1627257600,2942,2869,70,0,0,0
SHK,1627257600,4753,4612,127,2,1,0
SHL,1627257600,2182,2063,113,0,0,0
SLF,1627257600,6785,6495,288,0,0,0
SM,1627257600,10040,9641,371,7,1,1
SOK,1627257600,6494,6310,182,18,18,0
SOM,1627257600,4166,4029,136,0,-3,3
SON,1627257600,4254,4082,163,0,0,0
UH,1627257600,6427,6162,264,0,1,0
WAK,1627257600,8315,8060,250,4,0,0
WE,1627257600,2621,2516,103,1,0,0
TH,1627257600,129129,124555,4376,45,17,13
