Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1657756800,32896,31332,470,71,24,0
AP,1657756800,28180,27180,131,66,35,0
EA,1657756800,0,0,0,0,0,0
EF,1657756800,67324,65718,536,187,80,0
EIC,1657756800,39824,37819,346,180,82,0
G,1657756800,30265,29362,359,56,35,0
GRZ,1657756800,34323,33273,371,58,38,0
GTH,1657756800,44994,44128,340,86,48,0
HBN,1657756800,24466,23635,418,29,19,0
IK,1657756800,40161,39139,431,128,56,1
J,1657756800,38569,36283,145,5,73,0
KYF,1657756800,23041,22217,241,50,12,0
NDH,1657756800,24897,24240,102,42,28,0
SHK,1657756800,31411,30174,222,63,27,0
SHL,1657756800,10839,10515,180,16,13,0
SLF,1657756800,36408,35532,547,1,26,0
SM,1657756800,46332,44683,668,231,58,1
SOK,1657756800,30235,29590,332,8,9,0
SOM,1657756800,23843,23325,244,57,16,0
SON,1657756800,20892,20110,286,35,17,0
UH,1657756800,36769,35505,415,101,53,0
WAK,1657756800,53619,52021,449,125,62,0
WE,1657756800,23267,22241,160,55,31,0
TH,1657756800,742555,718022,7393,1650,842,2
