Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1620777600,6735,5787,278,16,21,18
AP,1620777600,3971,3684,73,32,26,1
EA,1620777600,1872,1657,69,16,10,1
EF,1620777600,8303,7630,246,57,10,4
EIC,1620777600,6017,5579,227,16,22,0
G,1620777600,5570,5055,190,21,31,0
GRZ,1620777600,7624,6562,205,24,51,5
GTH,1620777600,8070,7420,198,70,58,1
HBN,1620777600,5023,4515,232,28,25,3
IK,1620777600,6190,5664,203,20,23,2
J,1620777600,4231,3970,70,15,20,1
KYF,1620777600,3513,3181,130,35,16,0
NDH,1620777600,2648,2358,66,7,20,0
SHK,1620777600,4585,4214,115,30,28,1
SHL,1620777600,2099,1926,106,6,17,0
SLF,1620777600,6526,5891,274,31,25,0
SM,1620777600,9640,8941,347,27,30,0
SOK,1620777600,6333,5503,159,18,19,0
SOM,1620777600,3952,3633,120,36,16,0
SON,1620777600,3908,3212,156,36,37,0
UH,1620777600,6045,5544,240,43,14,0
WAK,1620777600,7969,7246,229,54,49,0
WE,1620777600,2496,2293,99,15,6,0
TH,1620777600,123320,111465,4032,653,574,37
