Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1635120000,7780,6955,295,14,0,1
AP,1635120000,4598,4346,80,3,0,0
EA,1635120000,0,0,0,0,0,0
EF,1635120000,10734,9604,276,148,0,0
EIC,1635120000,6975,6484,252,7,0,0
G,1635120000,6508,6006,208,79,0,0
GRZ,1635120000,8702,7827,240,2,0,0
GTH,1635120000,10147,9324,208,163,0,0
HBN,1635120000,5944,5542,257,28,0,1
IK,1635120000,7474,6791,222,45,0,1
J,1635120000,5091,4628,84,7,0,0
KYF,1635120000,4460,3901,147,13,0,0
NDH,1635120000,3258,3082,70,12,0,0
SHK,1635120000,5393,4882,136,29,0,0
SHL,1635120000,2418,2216,114,-1,0,0
SLF,1635120000,7526,7020,302,17,0,1
SM,1635120000,11191,10420,384,0,0,0
SOK,1635120000,7089,6452,189,6,0,0
SOM,1635120000,4650,4260,136,31,0,0
SON,1635120000,4693,4294,166,35,0,0
UH,1635120000,7452,6711,267,14,0,0
WAK,1635120000,11605,10722,328,42,0,0
WE,1635120000,3199,2702,105,37,0,0
TH,1635120000,146887,134169,4466,731,0,4
