Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1644278400,15652,13727,388,250,22,0
AP,1644278400,12836,11300,119,174,56,0
EA,1644278400,0,0,0,0,0,0
EF,1644278400,29006,26722,425,327,78,0
EIC,1644278400,13884,11983,301,172,49,0
G,1644278400,14050,12603,324,102,61,0
GRZ,1644278400,17557,15969,301,73,33,0
GTH,1644278400,23019,20787,315,128,44,0
HBN,1644278400,13848,12398,382,107,28,0
IK,1644278400,18876,17279,400,206,54,1
J,1644278400,13761,11338,127,217,59,0
KYF,1644278400,10555,9627,216,98,52,0
NDH,1644278400,9025,8046,93,161,58,0
SHK,1644278400,13995,12035,193,236,20,0
SHL,1644278400,5648,4809,164,104,16,0
SLF,1644278400,18153,16888,473,175,50,12
SM,1644278400,24030,21863,562,324,110,3
SOK,1644278400,16019,14304,287,256,15,0
SOM,1644278400,11233,9886,209,262,17,3
SON,1644278400,11115,9980,267,92,10,0
UH,1644278400,16318,14761,378,50,108,1
WAK,1644278400,24815,21686,416,420,165,1
WE,1644278400,8615,7142,133,132,22,0
TH,1644278400,342010,305133,6473,4066,1127,21
