Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1610323200,3573,1845,67,79,67,6
AP,1610323200,1391,1119,18,96,39,0
EA,1610323200,743,467,18,0,15,0
EF,1610323200,3481,2929,86,4,43,3
EIC,1610323200,2759,2152,78,1,54,0
G,1610323200,2429,1958,94,29,19,1
GRZ,1610323200,2771,2200,87,34,29,0
GTH,1610323200,2510,1914,88,38,44,8
HBN,1610323200,2729,2092,92,51,45,8
IK,1610323200,2475,1984,64,14,30,3
J,1610323200,2086,1563,22,7,30,0
KYF,1610323200,1363,1107,40,8,10,2
NDH,1610323200,1111,878,27,0,28,0
SHK,1610323200,1960,1337,43,44,21,-3
SHL,1610323200,917,684,36,6,31,5
SLF,1610323200,3069,2290,93,140,139,4
SM,1610323200,3614,2878,119,53,68,8
SOK,1610323200,2551,2021,55,15,23,2
SOM,1610323200,1478,1194,40,10,29,1
SON,1610323200,2213,1801,89,17,46,5
UH,1610323200,3138,1793,90,21,18,0
WAK,1610323200,2752,1921,30,0,61,0
WE,1610323200,1202,972,33,42,22,2
TH,1610323200,52315,39099,1409,709,911,55
