Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1607472000,1477,777,16,47,16,0
AP,1607472000,630,539,8,12,8,0
EA,1607472000,191,135,5,17,4,0
EF,1607472000,1834,1383,31,96,12,0
EIC,1607472000,1126,834,25,11,21,0
G,1607472000,1117,786,37,28,22,1
GRZ,1607472000,1557,1154,53,41,22,0
GTH,1607472000,1048,831,42,17,17,0
HBN,1607472000,1514,812,25,34,27,0
IK,1607472000,1072,835,14,32,17,1
J,1607472000,941,763,15,30,12,3
KYF,1607472000,675,446,13,31,18,0
NDH,1607472000,516,347,10,11,6,0
SHK,1607472000,793,574,17,34,20,0
SHL,1607472000,300,157,7,45,5,1
SLF,1607472000,1131,664,24,48,30,2
SM,1607472000,1407,1110,31,45,32,2
SOK,1607472000,1039,625,14,29,16,0
SOM,1607472000,729,550,13,15,29,0
SON,1607472000,1138,767,44,26,30,0
UH,1607472000,1234,807,27,77,41,1
WAK,1607472000,865,512,6,91,29,0
WE,1607472000,523,449,2,19,8,1
TH,1607472000,22857,15857,479,836,442,12
