Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1653868800,31430,30472,468,53,56,8
AP,1653868800,27054,26502,129,35,47,0
EA,1653868800,0,0,0,0,0,0
EF,1653868800,64546,63688,522,67,11,0
EIC,1653868800,36435,35717,336,22,81,0
G,1653868800,28954,28500,355,21,34,0
GRZ,1653868800,33255,32555,370,59,83,0
GTH,1653868800,43309,42812,339,39,28,0
HBN,1653868800,23581,23005,398,29,11,0
IK,1653868800,38292,37694,426,14,24,0
J,1653868800,35653,34474,145,60,115,0
KYF,1653868800,22241,21706,240,22,46,0
NDH,1653868800,23957,23696,101,3,12,0
SHK,1653868800,30051,29474,220,37,45,0
SHL,1653868800,10420,10186,179,6,7,0
SLF,1653868800,35526,34894,541,14,33,0
SM,1653868800,44134,43261,648,15,49,0
SOK,1653868800,29568,29014,331,22,44,1
SOM,1653868800,23135,22816,240,7,10,0
SON,1653868800,20210,19636,285,17,23,0
UH,1653868800,34873,34242,414,56,49,1
WAK,1653868800,51158,50314,445,74,89,0
WE,1653868800,21959,21268,156,30,48,0
TH,1653868800,709741,695926,7288,702,945,10
