Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1637625600,10079,7755,326,240,55,0
AP,1637625600,6328,5274,90,100,38,0
EA,1637625600,0,0,0,0,0,0
EF,1637625600,15212,12763,295,370,21,0
EIC,1637625600,8718,7756,261,86,63,1
G,1637625600,8269,7076,238,89,83,1
GRZ,1637625600,10985,8574,248,93,55,0
GTH,1637625600,13735,12091,222,354,127,5
HBN,1637625600,7934,6414,276,218,71,0
IK,1637625600,10229,9093,258,227,129,1
J,1637625600,6786,5317,96,85,46,0
KYF,1637625600,6175,5182,156,119,86,0
NDH,1637625600,4257,3730,73,62,35,1
SHK,1637625600,7252,5580,155,79,39,1
SHL,1637625600,3165,2612,125,81,19,1
SLF,1637625600,9449,8129,328,82,51,2
SM,1637625600,14132,12481,427,241,95,6
SOK,1637625600,9272,7092,204,146,48,0
SOM,1637625600,5700,4754,150,82,29,0
SON,1637625600,6994,4773,188,128,48,2
UH,1637625600,9672,7801,280,71,140,0
WAK,1637625600,14753,12522,339,218,122,0
WE,1637625600,4323,3275,112,66,38,1
TH,1637625600,193419,160044,4847,3237,1438,22
